model,dataset,method,missing_ratio,mse_change_pct,class
Kairos-23M,electricity,backward,0.3,34.290742951503205,non-monotonic
Kairos-23M,electricity,forward,0.1,11.010172011237735,non-monotonic
Kairos-23M,electricity,forward,0.2,0.10621044413025073,non-monotonic
Kairos-23M,electricity,forward,0.3,39.66134196240206,non-monotonic
Kairos-23M,electricity,gp_rbf,0.1,9.473336884187072,non-monotonic
Kairos-23M,electricity,gp_rbf,0.2,6.584140389652932,non-monotonic
Kairos-23M,electricity,gp_rbf,0.3,21.441600640138475,non-monotonic
Kairos-23M,electricity,kalman_arima,0.1,5.635613531321557,non-monotonic
Kairos-23M,electricity,kalman_arima,0.2,-0.33523423601103775,non-monotonic
Kairos-23M,electricity,kalman_arima,0.3,5.945845576301622,non-monotonic
Kairos-23M,electricity,kalman_struct,0.1,19.977298689287107,non-monotonic
Kairos-23M,electricity,kalman_struct,0.2,77.81079771672937,non-monotonic
Kairos-23M,electricity,kalman_struct,0.3,60.452911861361635,non-monotonic
Kairos-23M,electricity,linear,0.1,4.923931407148507,strictly increasing
Kairos-23M,electricity,linear,0.2,14.127155589196045,strictly increasing
Kairos-23M,electricity,linear,0.3,33.728833878906244,strictly increasing
Kairos-23M,electricity,mean,0.1,5.835008371105875,non-monotonic
Kairos-23M,electricity,mean,0.2,0.95126729616554,non-monotonic
Kairos-23M,electricity,mean,0.3,13.75652672712796,non-monotonic
Kairos-23M,electricity,saits,0.1,7.597103512240759,non-monotonic
Kairos-23M,electricity,saits,0.2,-4.752359344546744,non-monotonic
Kairos-23M,electricity,saits,0.3,-0.7084878528729766,non-monotonic
Kairos-23M,exchange_rate,backward,0.1,-3.8977189995226293,non-monotonic
Kairos-23M,exchange_rate,backward,0.2,-28.44462738468177,non-monotonic
Kairos-23M,exchange_rate,backward,0.3,-3.4219517365356675,non-monotonic
Kairos-23M,exchange_rate,forward,0.1,3.9540490838468627,non-monotonic
Kairos-23M,exchange_rate,forward,0.2,11.19407909807299,non-monotonic
Kairos-23M,exchange_rate,forward,0.3,-1.9685857113388043,non-monotonic
Kairos-23M,exchange_rate,gp_rbf,0.1,2.3654006521756332,non-monotonic
Kairos-23M,exchange_rate,gp_rbf,0.2,-12.753672315579493,non-monotonic
Kairos-23M,exchange_rate,gp_rbf,0.3,4.614722875212843,non-monotonic
Kairos-23M,exchange_rate,kalman_arima,0.1,5.046005275990128,non-monotonic
Kairos-23M,exchange_rate,kalman_arima,0.2,2.1293863818875955,non-monotonic
Kairos-23M,exchange_rate,kalman_arima,0.3,8.426083321523734,non-monotonic
Kairos-23M,exchange_rate,kalman_struct,0.1,2.400782022038767,non-monotonic
Kairos-23M,exchange_rate,kalman_struct,0.2,8.685764298120745,non-monotonic
Kairos-23M,exchange_rate,kalman_struct,0.3,0.5472065334352157,non-monotonic
Kairos-23M,exchange_rate,linear,0.1,4.247556596542489,non-monotonic
Kairos-23M,exchange_rate,linear,0.2,10.255351179976412,non-monotonic
Kairos-23M,exchange_rate,linear,0.3,3.4240288045417406,non-monotonic
Kairos-23M,exchange_rate,mean,0.1,-11.860758583216478,non-monotonic
Kairos-23M,exchange_rate,mean,0.2,-40.45983674482851,non-monotonic
Kairos-23M,exchange_rate,mean,0.3,14.99703632067936,non-monotonic
Kairos-23M,exchange_rate,saits,0.1,6.173793858477851,non-monotonic
Kairos-23M,exchange_rate,saits,0.2,-16.891168045721123,non-monotonic
Kairos-23M,exchange_rate,saits,0.3,-0.7267482918785977,non-monotonic
Kairos-23M,traffic,backward,0.1,13.970588235294121,strictly increasing
Kairos-23M,traffic,backward,0.2,51.102941176470594,strictly increasing
Kairos-23M,traffic,backward,0.3,171.69117647058823,strictly increasing
Kairos-23M,traffic,forward,0.1,10.66176470588235,strictly increasing
Kairos-23M,traffic,forward,0.2,56.250000000000014,strictly increasing
Kairos-23M,traffic,forward,0.3,158.08823529411765,strictly increasing
Kairos-23M,traffic,gp_rbf,0.1,7.352941176470592,strictly increasing
Kairos-23M,traffic,gp_rbf,0.2,72.05882352941177,strictly increasing
Kairos-23M,traffic,gp_rbf,0.3,138.6029411764706,strictly increasing
Kairos-23M,traffic,kalman_arima,0.1,6.617647058823528,strictly increasing
Kairos-23M,traffic,kalman_arima,0.2,43.01470588235293,strictly increasing
Kairos-23M,traffic,kalman_arima,0.3,93.01470588235294,strictly increasing
Kairos-23M,traffic,kalman_struct,0.1,100.36764705882352,strictly increasing
Kairos-23M,traffic,kalman_struct,0.2,166.54411764705884,strictly increasing
Kairos-23M,traffic,kalman_struct,0.3,485.5036764705882,strictly increasing
Kairos-23M,traffic,linear,0.1,12.86764705882353,strictly increasing
Kairos-23M,traffic,linear,0.2,56.250000000000014,strictly increasing
Kairos-23M,traffic,linear,0.3,172.05882352941174,strictly increasing
Kairos-23M,traffic,mean,0.1,6.9852941176470535,strictly increasing
Kairos-23M,traffic,mean,0.2,49.26470588235293,strictly increasing
Kairos-23M,traffic,mean,0.3,103.67647058823528,strictly increasing
Kairos-23M,traffic,saits,0.1,2.941176470588232,strictly increasing
Kairos-23M,traffic,saits,0.2,12.132352941176466,strictly increasing
Kairos-23M,traffic,saits,0.3,20.220588235294123,strictly increasing
Kairos-23M,weather,backward,0.1,2.8206266204769603,non-monotonic
Kairos-23M,weather,backward,0.2,4.524958496831754,non-monotonic
Kairos-23M,weather,backward,0.3,0.7157789517357347,non-monotonic
Kairos-23M,weather,forward,0.1,-7.389102754484875,non-monotonic
Kairos-23M,weather,forward,0.2,1.4481284403365917,non-monotonic
Kairos-23M,weather,forward,0.3,0.658559137520493,non-monotonic
Kairos-23M,weather,gp_rbf,0.1,-3.083755412136711,non-monotonic
Kairos-23M,weather,gp_rbf,0.2,6.510041125366954,non-monotonic
Kairos-23M,weather,gp_rbf,0.3,-4.6987720645089315,non-monotonic
Kairos-23M,weather,kalman_arima,0.1,3.377625460465336,non-monotonic
Kairos-23M,weather,kalman_arima,0.2,3.829098503937055,non-monotonic
Kairos-23M,weather,kalman_arima,0.3,0.9535376798301376,non-monotonic
Kairos-23M,weather,kalman_struct,0.1,0.3011610621687597,non-monotonic
Kairos-23M,weather,kalman_struct,0.2,-10.396216570230322,non-monotonic
Kairos-23M,weather,kalman_struct,0.3,-4.197387401002302,non-monotonic
Kairos-23M,weather,linear,0.1,-1.746581064658364,strictly decreasing
Kairos-23M,weather,linear,0.2,-2.0074928354435007,strictly decreasing
Kairos-23M,weather,linear,0.3,-5.424453343058346,strictly decreasing
Kairos-23M,weather,mean,0.1,-12.84358308650497,strictly increasing
Kairos-23M,weather,mean,0.2,-3.42833129274062,strictly increasing
Kairos-23M,weather,mean,0.3,20.428315445686973,strictly increasing
Kairos-23M,weather,saits,0.1,4.115460348645842,strictly increasing
Kairos-23M,weather,saits,0.2,6.254649049016803,strictly increasing
Kairos-23M,weather,saits,0.3,11.882337259440522,strictly increasing
Kairos-50M,Australia_Solar_H,backward,0.1,2.6684238354992282,strictly increasing
Kairos-50M,Australia_Solar_H,backward,0.2,27.686354607490454,strictly increasing
Kairos-50M,Australia_Solar_H,backward,0.3,55.032232472395314,strictly increasing
Kairos-50M,Australia_Solar_H,forward,0.1,15.708163471634895,strictly increasing
Kairos-50M,Australia_Solar_H,forward,0.2,30.842404915128107,strictly increasing
Kairos-50M,Australia_Solar_H,forward,0.3,47.920662175496446,strictly increasing
Kairos-50M,Australia_Solar_H,gp_rbf,0.1,6.193871811601767,strictly increasing
Kairos-50M,Australia_Solar_H,gp_rbf,0.2,22.127380064952682,strictly increasing
Kairos-50M,Australia_Solar_H,gp_rbf,0.3,36.09004050687347,strictly increasing
Kairos-50M,Australia_Solar_H,kalman_arima,0.1,5.723197843844527,strictly increasing
Kairos-50M,Australia_Solar_H,kalman_arima,0.2,20.698323009474414,strictly increasing
Kairos-50M,Australia_Solar_H,kalman_arima,0.3,25.741443974438088,strictly increasing
Kairos-50M,Australia_Solar_H,kalman_struct,0.1,24.7755044379171,strictly increasing
Kairos-50M,Australia_Solar_H,kalman_struct,0.2,93.4347120756492,strictly increasing
Kairos-50M,Australia_Solar_H,kalman_struct,0.3,120.4586792038649,strictly increasing
Kairos-50M,Australia_Solar_H,linear,0.1,9.959919769541889,strictly increasing
Kairos-50M,Australia_Solar_H,linear,0.2,27.328802006069935,strictly increasing
Kairos-50M,Australia_Solar_H,linear,0.3,47.920662175496446,strictly increasing
Kairos-50M,Australia_Solar_H,mean,0.1,6.694844488066794,strictly increasing
Kairos-50M,Australia_Solar_H,mean,0.2,22.257483555360874,strictly increasing
Kairos-50M,Australia_Solar_H,mean,0.3,26.210248715723782,strictly increasing
Kairos-50M,Australia_Solar_H,saits,0.1,3.0827426039337373,strictly increasing
Kairos-50M,Australia_Solar_H,saits,0.2,9.239213513847409,strictly increasing
Kairos-50M,Australia_Solar_H,saits,0.3,23.94973040042978,strictly increasing
Kairos-50M,Coastal_T_S_15T,backward,0.1,-7.842160877226519,non-monotonic
Kairos-50M,Coastal_T_S_15T,backward,0.2,2.1402905744519,non-monotonic
Kairos-50M,Coastal_T_S_15T,backward,0.3,-3.211563829736436,non-monotonic
Kairos-50M,Coastal_T_S_15T,forward,0.1,5.845789147037142,strictly decreasing
Kairos-50M,Coastal_T_S_15T,forward,0.2,1.236516459194639,strictly decreasing
Kairos-50M,Coastal_T_S_15T,forward,0.3,-6.394146290376529,strictly decreasing
Kairos-50M,Coastal_T_S_15T,gp_rbf,0.1,-0.25333997928819624,strictly decreasing
Kairos-50M,Coastal_T_S_15T,gp_rbf,0.2,-2.2622428582743472,strictly decreasing
Kairos-50M,Coastal_T_S_15T,gp_rbf,0.3,-18.216733546115858,strictly decreasing
Kairos-50M,Coastal_T_S_15T,kalman_arima,0.1,-11.137095543175908,strictly decreasing
Kairos-50M,Coastal_T_S_15T,kalman_arima,0.2,-11.32099550344179,strictly decreasing
Kairos-50M,Coastal_T_S_15T,kalman_arima,0.3,-16.52911219692446,strictly decreasing
Kairos-50M,Coastal_T_S_15T,kalman_struct,0.1,-1.0773494627825766,strictly increasing
Kairos-50M,Coastal_T_S_15T,kalman_struct,0.2,-0.12068434892449256,strictly increasing
Kairos-50M,Coastal_T_S_15T,kalman_struct,0.3,1.0323460072483055,strictly increasing
Kairos-50M,Coastal_T_S_15T,linear,0.1,-1.2806471803186248,non-monotonic
Kairos-50M,Coastal_T_S_15T,linear,0.2,2.2009867826843568,non-monotonic
Kairos-50M,Coastal_T_S_15T,linear,0.3,-3.4599967363026347,non-monotonic
Kairos-50M,Coastal_T_S_15T,mean,0.1,-11.741719355948357,non-monotonic
Kairos-50M,Coastal_T_S_15T,mean,0.2,-10.581147257135713,non-monotonic
Kairos-50M,Coastal_T_S_15T,mean,0.3,-17.45399660489847,non-monotonic
Kairos-50M,Coastal_T_S_15T,saits,0.1,-7.346283065313308,strictly decreasing
Kairos-50M,Coastal_T_S_15T,saits,0.2,-9.32236783713524,strictly decreasing
Kairos-50M,Coastal_T_S_15T,saits,0.3,-12.665286428963455,strictly decreasing
Kairos-50M,Coastal_T_S_20T,backward,0.1,-1.430061267175632,strictly increasing
Kairos-50M,Coastal_T_S_20T,backward,0.2,-0.15178349025406407,strictly increasing
Kairos-50M,Coastal_T_S_20T,backward,0.3,1.106385114957487,strictly increasing
Kairos-50M,Coastal_T_S_20T,forward,0.1,5.610062690027671,strictly decreasing
Kairos-50M,Coastal_T_S_20T,forward,0.2,-2.274542697855562,strictly decreasing
Kairos-50M,Coastal_T_S_20T,forward,0.3,-2.6048637842691424,strictly decreasing
Kairos-50M,Coastal_T_S_20T,gp_rbf,0.1,-1.9737336906676364,non-monotonic
Kairos-50M,Coastal_T_S_20T,gp_rbf,0.2,10.194867705767704,non-monotonic
Kairos-50M,Coastal_T_S_20T,gp_rbf,0.3,4.927663452229993,non-monotonic
Kairos-50M,Coastal_T_S_20T,kalman_arima,0.1,47.39269882949829,non-monotonic
Kairos-50M,Coastal_T_S_20T,kalman_arima,0.2,108.02724983522327,non-monotonic
Kairos-50M,Coastal_T_S_20T,kalman_arima,0.3,101.70846111088711,non-monotonic
Kairos-50M,Coastal_T_S_20T,kalman_struct,0.1,-4.3759208895605175,non-monotonic
Kairos-50M,Coastal_T_S_20T,kalman_struct,0.2,-4.654321153438559,non-monotonic
Kairos-50M,Coastal_T_S_20T,kalman_struct,0.3,0.6451632366425303,non-monotonic
Kairos-50M,Coastal_T_S_20T,linear,0.1,-3.7874616516078707,strictly increasing
Kairos-50M,Coastal_T_S_20T,linear,0.2,-1.4169335830781038,strictly increasing
Kairos-50M,Coastal_T_S_20T,linear,0.3,5.113802701849134,strictly increasing
Kairos-50M,Coastal_T_S_20T,mean,0.1,44.23735466291523,non-monotonic
Kairos-50M,Coastal_T_S_20T,mean,0.2,112.12388559012385,non-monotonic
Kairos-50M,Coastal_T_S_20T,mean,0.3,103.48683499670832,non-monotonic
Kairos-50M,Coastal_T_S_20T,saits,0.1,28.60322701701924,strictly decreasing
Kairos-50M,Coastal_T_S_20T,saits,0.2,12.74526655896173,strictly decreasing
Kairos-50M,Coastal_T_S_20T,saits,0.3,1.9685942132677703,strictly decreasing
Kairos-50M,Coastal_T_S_5T,backward,0.1,-0.34243565850175073,non-monotonic
Kairos-50M,Coastal_T_S_5T,backward,0.2,8.497727733944437,non-monotonic
Kairos-50M,Coastal_T_S_5T,backward,0.3,1.1026001063334638,non-monotonic
Kairos-50M,Coastal_T_S_5T,forward,0.1,4.503004590465314,strictly increasing
Kairos-50M,Coastal_T_S_5T,forward,0.2,13.900146727120283,strictly increasing
Kairos-50M,Coastal_T_S_5T,forward,0.3,15.641511684499376,strictly increasing
Kairos-50M,Coastal_T_S_5T,gp_rbf,0.1,-2.2550078617950895,strictly decreasing
Kairos-50M,Coastal_T_S_5T,gp_rbf,0.2,-6.533740463035392,strictly decreasing
Kairos-50M,Coastal_T_S_5T,gp_rbf,0.3,-11.064641571565323,strictly decreasing
Kairos-50M,Coastal_T_S_5T,kalman_arima,0.1,2.6425136567943177,non-monotonic
Kairos-50M,Coastal_T_S_5T,kalman_arima,0.2,-6.909561005704262,non-monotonic
Kairos-50M,Coastal_T_S_5T,kalman_arima,0.3,-3.844232055713249,non-monotonic
Kairos-50M,Coastal_T_S_5T,kalman_struct,0.1,0.24376148535955153,non-monotonic
Kairos-50M,Coastal_T_S_5T,kalman_struct,0.2,12.946842750865356,non-monotonic
Kairos-50M,Coastal_T_S_5T,kalman_struct,0.3,3.977517820719801,non-monotonic
Kairos-50M,Coastal_T_S_5T,linear,0.1,-0.5875612978844539,non-monotonic
Kairos-50M,Coastal_T_S_5T,linear,0.2,9.323710195976295,non-monotonic
Kairos-50M,Coastal_T_S_5T,linear,0.3,2.1984957222038295,non-monotonic
Kairos-50M,Coastal_T_S_5T,mean,0.1,2.379114630409853,non-monotonic
Kairos-50M,Coastal_T_S_5T,mean,0.2,-1.3979986961886726,non-monotonic
Kairos-50M,Coastal_T_S_5T,mean,0.3,7.884754992032842,non-monotonic
Kairos-50M,Coastal_T_S_5T,saits,0.1,3.6628412035011317,non-monotonic
Kairos-50M,Coastal_T_S_5T,saits,0.2,14.676374411023735,non-monotonic
Kairos-50M,Coastal_T_S_5T,saits,0.3,9.542694750216699,non-monotonic
Kairos-50M,Coastal_T_S_H,backward,0.1,-2.2460381909712024,non-monotonic
Kairos-50M,Coastal_T_S_H,backward,0.2,12.776179148669375,non-monotonic
Kairos-50M,Coastal_T_S_H,backward,0.3,-1.536455466740241,non-monotonic
Kairos-50M,Coastal_T_S_H,forward,0.1,1.4683073306158918,strictly decreasing
Kairos-50M,Coastal_T_S_H,forward,0.2,-1.6832779117771968,strictly decreasing
Kairos-50M,Coastal_T_S_H,forward,0.3,-6.370549876991117,strictly decreasing
Kairos-50M,Coastal_T_S_H,gp_rbf,0.1,-0.6108258762611809,strictly increasing
Kairos-50M,Coastal_T_S_H,gp_rbf,0.2,5.956279702935515,strictly increasing
Kairos-50M,Coastal_T_S_H,gp_rbf,0.3,12.915408561421367,strictly increasing
Kairos-50M,Coastal_T_S_H,kalman_arima,0.1,-0.21203745428285697,non-monotonic
Kairos-50M,Coastal_T_S_H,kalman_arima,0.2,75.25269341017406,non-monotonic
Kairos-50M,Coastal_T_S_H,kalman_arima,0.3,67.09740033472839,non-monotonic
Kairos-50M,Coastal_T_S_H,kalman_struct,0.1,1.4791410173218271,non-monotonic
Kairos-50M,Coastal_T_S_H,kalman_struct,0.2,7.281277250372378,non-monotonic
Kairos-50M,Coastal_T_S_H,kalman_struct,0.3,-9.301540725877237,non-monotonic
Kairos-50M,Coastal_T_S_H,linear,0.1,0.5048781212064386,non-monotonic
Kairos-50M,Coastal_T_S_H,linear,0.2,6.365381408691821,non-monotonic
Kairos-50M,Coastal_T_S_H,linear,0.3,-9.882656751975425,non-monotonic
Kairos-50M,Coastal_T_S_H,mean,0.1,55.084120760528506,non-monotonic
Kairos-50M,Coastal_T_S_H,mean,0.2,126.75608012185225,non-monotonic
Kairos-50M,Coastal_T_S_H,mean,0.3,66.8963265622905,non-monotonic
Kairos-50M,Coastal_T_S_H,saits,0.1,-3.4832485808626465,strictly increasing
Kairos-50M,Coastal_T_S_H,saits,0.2,19.665373960451298,strictly increasing
Kairos-50M,Coastal_T_S_H,saits,0.3,44.65595362515069,strictly increasing
Kairos-50M,ETTh1,backward,0.1,-1.0372006996362733,non-monotonic
Kairos-50M,ETTh1,backward,0.2,6.240517938011958,non-monotonic
Kairos-50M,ETTh1,backward,0.3,-2.9447613534985675,non-monotonic
Kairos-50M,ETTh1,forward,0.1,1.1038400231125844,non-monotonic
Kairos-50M,ETTh1,forward,0.2,-4.61744231761555,non-monotonic
Kairos-50M,ETTh1,forward,0.3,10.888862732102417,non-monotonic
Kairos-50M,ETTh1,gp_rbf,0.1,-3.99200805028338,non-monotonic
Kairos-50M,ETTh1,gp_rbf,0.2,-5.828902363491579,non-monotonic
Kairos-50M,ETTh1,gp_rbf,0.3,-1.5732872676525438,non-monotonic
Kairos-50M,ETTh1,kalman_arima,0.1,-2.291450324144959,non-monotonic
Kairos-50M,ETTh1,kalman_arima,0.2,-11.771099145830494,non-monotonic
Kairos-50M,ETTh1,kalman_arima,0.3,-3.4193446841324664,non-monotonic
Kairos-50M,ETTh1,kalman_struct,0.1,-4.645480654500549,strictly increasing
Kairos-50M,ETTh1,kalman_struct,0.2,-2.102439587309215,strictly increasing
Kairos-50M,ETTh1,kalman_struct,0.3,3.9271345145607,strictly increasing
Kairos-50M,ETTh1,linear,0.1,-7.923234182197629,non-monotonic
Kairos-50M,ETTh1,linear,0.2,5.680043240737923,non-monotonic
Kairos-50M,ETTh1,linear,0.3,2.331903356097846,non-monotonic
Kairos-50M,ETTh1,mean,0.1,22.432425471761487,non-monotonic
Kairos-50M,ETTh1,mean,0.2,-0.9546363908962362,non-monotonic
Kairos-50M,ETTh1,mean,0.3,52.09736813860315,non-monotonic
Kairos-50M,ETTh1,saits,0.1,-2.322546526722982,strictly increasing
Kairos-50M,ETTh1,saits,0.2,3.2745986873162476,strictly increasing
Kairos-50M,ETTh1,saits,0.3,18.56641745945677,strictly increasing
Kairos-50M,ETTh2,backward,0.1,-1.0373557970453808,non-monotonic
Kairos-50M,ETTh2,backward,0.2,-4.775002405375027,non-monotonic
Kairos-50M,ETTh2,backward,0.3,21.69367751918849,non-monotonic
Kairos-50M,ETTh2,forward,0.1,7.172792135607158,non-monotonic
Kairos-50M,ETTh2,forward,0.2,6.488955117943555,non-monotonic
Kairos-50M,ETTh2,forward,0.3,19.99135437896849,non-monotonic
Kairos-50M,ETTh2,gp_rbf,0.1,-3.74819163424589,strictly increasing
Kairos-50M,ETTh2,gp_rbf,0.2,2.633319917136363,strictly increasing
Kairos-50M,ETTh2,gp_rbf,0.3,9.76553676072094,strictly increasing
Kairos-50M,ETTh2,kalman_arima,0.1,14.785412574638517,strictly decreasing
Kairos-50M,ETTh2,kalman_arima,0.2,4.663015439191861,strictly decreasing
Kairos-50M,ETTh2,kalman_arima,0.3,3.1392323870736405,strictly decreasing
Kairos-50M,ETTh2,kalman_struct,0.1,12.767068169205245,non-monotonic
Kairos-50M,ETTh2,kalman_struct,0.2,2.531526279309557,non-monotonic
Kairos-50M,ETTh2,kalman_struct,0.3,53.36093459430332,non-monotonic
Kairos-50M,ETTh2,linear,0.1,0.5289078224701603,non-monotonic
Kairos-50M,ETTh2,linear,0.2,-2.0954645865998063,non-monotonic
Kairos-50M,ETTh2,linear,0.3,17.53459598207421,non-monotonic
Kairos-50M,ETTh2,mean,0.1,15.29391917813655,strictly decreasing
Kairos-50M,ETTh2,mean,0.2,5.408334620149553,strictly decreasing
Kairos-50M,ETTh2,mean,0.3,4.804468390259191,strictly decreasing
Kairos-50M,ETTh2,saits,0.1,-6.148582842482683,strictly increasing
Kairos-50M,ETTh2,saits,0.2,-6.022628668761862,strictly increasing
Kairos-50M,ETTh2,saits,0.3,4.616812226440822,strictly increasing
Kairos-50M,EWELD_Load_15T,backward,0.1,15.288028788064972,strictly increasing
Kairos-50M,EWELD_Load_15T,backward,0.2,52.89968835312696,strictly increasing
Kairos-50M,EWELD_Load_15T,backward,0.3,95.9081335322136,strictly increasing
Kairos-50M,EWELD_Load_15T,forward,0.1,36.48872971791588,strictly increasing
Kairos-50M,EWELD_Load_15T,forward,0.2,81.95855243786106,strictly increasing
Kairos-50M,EWELD_Load_15T,forward,0.3,146.13965374727377,strictly increasing
Kairos-50M,EWELD_Load_15T,gp_rbf,0.1,16.332157218970377,strictly increasing
Kairos-50M,EWELD_Load_15T,gp_rbf,0.2,47.205664356798465,strictly increasing
Kairos-50M,EWELD_Load_15T,gp_rbf,0.3,57.582033791689554,strictly increasing
Kairos-50M,EWELD_Load_15T,kalman_arima,0.1,17.262733724615362,strictly increasing
Kairos-50M,EWELD_Load_15T,kalman_arima,0.2,33.55283887218239,strictly increasing
