基础模型,数据集,缺失率,填补方法,填补误差指标(MSE),填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,0.1,线性,,2.744387478298611,1.091690571075201,0.9538064349917774,-0.00025776611381956693,0.12064178756968633,0.5098140892805977,0.9508774964437554,3790.8019757588772,
,,0.2,均值,,1.9454800075954861,1.0091431546494918,0.9160809601937459,-0.0002018418684823335,0.055052720457747006,0.44320222870457116,0.9184183248978903,5969.5455791340055,
,,0.2,前项,,3.4131869845920138,1.1262233323049995,0.9448551641810576,-0.0002688654435888872,0.07474067541045663,0.4676892824521691,0.946201578419761,4584.632858662592,
,,0.2,后向,,3.308584933810764,1.1390943654644219,0.9427474120919275,-0.0002440988099024319,0.06802262228568604,0.4920547272015092,0.945004101117548,4677.746527279207,
,,0.2,线性,,2.983885023328993,1.1184810614334713,0.953616383266489,-0.00025610201481186904,0.09291061497467352,0.4905780194061492,0.9590161941067903,3469.0651487680934,
,,0.3,均值,,1.0466119554307727,0.8775465548983568,0.8661831546501043,-0.00016728227547707584,0.02910729955680033,0.3381828995345014,0.9023168941410487,7142.293259259855,
,,0.3,前项,,3.2637230767144096,1.1275112554078848,0.9369805356508876,-0.0002709268223234024,0.07174137208753416,0.37225775938510397,0.9135726523513079,5919.101092946445,
,,0.3,后向,,2.8371602376302083,1.0674682628929013,0.9225578458539722,-0.00022283071892845825,0.0644348784314487,0.4236597564801148,0.9310234976310897,6023.262379034016,
,,0.3,线性,,2.9572129991319445,1.108338331435874,0.9542770205491449,-0.00024685430076555224,0.09048642318239819,0.3439630268373459,0.9635702066246846,3570.109836071062,
visiontspp,OpenElectricity_NEM_5T,0,/,,969692.0177777777,0.13775469110146568,0.452951981233119,-0.032201772622304406,0.9307950181286889,0.9684397001411733,0.9292394781795441,31025.626230401795,
,,0.1,均值,,911805.8666666667,0.13356922546087863,0.2520053800903562,-0.03151653290888111,0.8303452446741375,0.9580537380842864,0.9528975248251236,33115.96623609063,
,,0.1,前项,,952043.9466666667,0.1366351293672369,0.2564453504619615,-0.03786524086328067,0.826225091090737,0.9587984154594871,0.9519512233550744,33000.45307641093,
,,0.1,后向,,957036.5155555556,0.1351204739726718,0.3418242884128039,-0.03334365352585593,0.8783643452906287,0.9594756528885785,0.9359870705948902,32970.440307700264,
,,0.1,线性,,980661.1911111111,0.1378418644344676,0.4358706671485481,-0.035204440531101056,0.9233126284793259,0.9651344433201091,0.9348137367464331,30852.702346797923,
,,0.2,均值,,956697.1022222223,0.13690480251122591,0.19222715593986583,-0.0288382682900091,0.6927457521064488,0.9191519991144931,0.9454177181914792,33943.31757953096,
,,0.2,前项,,951915.52,0.1357438995944042,0.2620805109410121,-0.03371826332378501,0.7788490662418889,0.9449922073199776,0.9443515350923386,33626.67598964095,
,,0.2,后向,,987766.8266666667,0.13896886769136213,0.2727303590832231,-0.033715478374210496,0.800413205945188,0.9488972448252524,0.9498170283343208,33592.34409411713,
,,0.2,线性,,969659.3066666666,0.13782692936011245,0.4175019596046622,-0.030060980327180818,0.9012605372569459,0.9659438113362796,0.9487570819855362,30723.06484694053,
,,0.3,均值,,978929.2088888889,0.13590513405317156,0.15526212005220935,-0.02154394669081042,0.6084022718497277,0.8275458517800309,0.9417300169805329,34598.62210061452,
,,0.3,前项,,942933.0488888889,0.13138069316277506,0.22580535727304896,-0.025718057971116943,0.7741415760467649,0.9207085993197319,0.938796892144303,34122.69035098261,
,,0.3,后向,,962523.8755555556,0.13365700273936174,0.21560542898090276,-0.040140137626398176,0.7457757077449659,0.9216633749005642,0.9504383508118173,34127.73511669122,
,,0.3,线性,,978300.7288888888,0.13735554669610878,0.40526131744404326,-0.0327258255207298,0.9023696368342332,0.9591698260364516,0.9431794779240746,30490.085711597756,
visiontspp,Port_Activity_D,0,/,,33525772.136296295,1.583668055187758,0.01226221331037125,-0.19304135533914982,0.08105697417400955,0.030605012305125957,-0.046787788560566985,14510.802029114324,
,,0.1,均值,,32815022.08,1.5299165374896828,0.008602866045867907,-0.009687006771460874,0.0937198940781893,0.03186632048606317,-0.03672407178333906,14450.122735645627,
,,0.1,前项,,33286189.51111111,1.5655844758276278,0.10629628982522248,0.3446782498771708,0.09481561022094938,0.033349778049634106,-0.027995374018513902,14495.312487476398,
,,0.1,后向,,34634799.028148144,1.635929631995121,0.02907350147622149,-0.4046240097223192,0.09203460976832589,0.028633267351950334,-0.036130180604872754,14453.342637060554,
,,0.1,线性,,33813699.69777778,1.603918121278368,0.04623709461096596,-0.06561899368017077,0.09278875690284905,0.02765558254869872,-0.03424333802537172,14479.042415881224,
,,0.2,均值,,31833923.887407407,1.4909975629696692,0.0036456576754274606,0.11028343540479439,0.10869409459427733,0.07573809702096355,-0.031707015990862085,14438.553604154897,
,,0.2,前项,,32136994.51259259,1.5237621107743946,0.29385738701803094,0.40885996578476985,0.10019131163659574,0.03628463013834964,-0.013818728846817748,14507.572735312593,
,,0.2,后向,,39082496.75851852,1.8429238205833451,0.3346530268146437,1.061777033880863,0.10291227248632236,0.046371118650345704,-0.016206832263071947,14513.200016730707,
,,0.2,线性,,34127611.06962963,1.6361969429890664,0.3046170622385633,0.7504012611637892,0.10237208211423184,0.04576927120879041,-0.013149421908691242,14513.374592933142,
,,0.3,均值,,30871312.30814815,1.4359810983254366,0.0,-0.5016009486250786,0.1054029338985479,0.04148399984698417,-0.016644100040147453,14311.116218329373,
,,0.3,前项,,32941366.99259259,1.5402124711688012,0.06473472061530523,0.1000238983918436,0.09816050504399527,0.031646775737082286,0.0006246509688777232,14351.940420840132,
,,0.3,后向,,34904467.53185185,1.6608868996107506,0.11880707709311862,-0.15252381189083614,0.10011864843717622,0.04167692829801334,-0.01814875600880508,14328.687744109106,
,,0.3,线性,,33001365.80740741,1.5498476933112781,0.05360012765652633,0.016680590027489752,0.10085474730136323,0.03326532893847278,-0.006682895005329918,14336.229662104999,
visiontspp,Supply_Chain_Customer_D,0,/,,2136669334.1866667,0.9252454902491576,0.43151010789951233,11.939392776816488,0.7279865475265336,0.9098143234949182,0.09440339943927438,14628.173480777308,
,,0.1,均值,,1860808018.2992592,0.909905427672876,0.42605139808401143,12.421421665809328,0.7223934098970037,0.7978225137968784,0.12483454227290268,14602.552424017662,
,,0.1,前项,,1931515633.9674075,0.9745848898301752,0.47078017320750815,7.329185946164412,0.7255744168951099,0.7964743338465206,0.131708614909464,14598.96468869738,
,,0.1,后向,,2302976983.04,1.0558040027290794,0.5125705952104943,4.339660279921353,0.723253573236367,0.8031619934800869,0.12339763710890793,14626.991539041206,
,,0.1,线性,,2210839775.0044446,1.0589325715644409,0.47763023249523817,5.383976795821687,0.7250833696301761,0.807588280372966,0.12933186499389845,14610.40643148749,
,,0.2,均值,,1584860291.9822223,0.8315318530905605,0.4318087945137912,8.617579634221016,0.7004680706548626,0.7151793629315802,0.12849722694688798,14625.991098896373,
,,0.2,前项,,1851394718.5303705,0.9533462985869321,0.4736253284034371,-1.3034778629376962,0.6943479809357681,0.700582113288385,0.1411301698989453,14629.62483005182,
,,0.2,后向,,2000967676.965926,0.9321705100742326,0.6508409585528573,27.873533110256997,0.6961329672198424,0.7281952851768295,0.14398410452542235,14673.315569222019,
,,0.2,线性,,1513857327.4074075,0.8481115166585047,0.5164647611074943,13.175205913497267,0.6991490387680623,0.7059768358436137,0.13407895339510853,14641.507448141265,
,,0.3,均值,,1554315078.9214814,0.8241252570787253,0.33672258999179067,8.420652324778343,0.6686845772368097,0.6144826951181015,0.16618213919392366,14551.426591551726,
,,0.3,前项,,1995668872.9125926,0.969594415064427,0.6052550302678906,26.195850333076084,0.634517137379813,0.6597879367170227,0.26019708708251815,14599.63549850353,
,,0.3,后向,,1837544194.6548147,0.9014930375860766,0.6408492099941292,8.916927032211195,0.6435299518942371,0.6376951835568576,0.19729875109425576,14626.081737076374,
,,0.3,线性,,1602175582.8148148,0.8928937129898239,0.5025298332574822,19.122338917895377,0.6305186665654674,0.6019580325648834,0.24433942677234585,14599.723237004437,
visiontspp,Supply_Chain_Location_D,0,/,,490794006.75555557,0.9458251708631963,0.33053589247799203,5.191970353029888,0.6287419058498528,0.8114150062671124,0.009072432370273269,13936.214369597166,
,,0.1,均值,,477092370.962963,0.969259934968444,0.32648164721156064,4.018501330122309,0.6282956250826427,0.7256991270149533,0.05787399559904303,13893.910191163633,
,,0.1,前项,,542752549.5466666,1.0496258048049272,0.4788946170864122,2.786023501302316,0.6300004387904717,0.7146046145758973,0.052649774145305694,13931.600618364828,
,,0.1,后向,,447428350.1037037,0.9704473209238673,0.5619168470281022,6.619786362468258,0.6306910140331826,0.7164983132073913,0.05125553162615277,13941.368533656461,
,,0.1,线性,,446034957.6533333,0.9492661665099752,0.48715648196954997,4.320533950986338,0.6310680470285127,0.711277172700588,0.05379780661473497,13936.735719383265,
,,0.2,均值,,396617585.3985185,0.9058910354874866,0.3432911037121303,2.8313260045892767,0.6329929276691079,0.661632138427138,0.028337382712504217,13884.391586910157,
,,0.2,前项,,428458445.17925924,0.9444788499510347,0.37694130374320345,3.199482257006308,0.6260563764316619,0.6595468355762243,0.04355109809199328,13908.413673309062,
,,0.2,后向,,410392354.5125926,0.9112848375226958,0.5410239686181055,8.414824014607746,0.6324985454807748,0.6616176473701769,0.04443055380198608,13938.97295130736,
,,0.2,线性,,383564610.3703704,0.9042607003562998,0.42005776244970255,5.475216759126904,0.629769266009702,0.6457793695579377,0.045815425842758356,13916.034639521664,
,,0.3,均值,,328076152.98370373,0.8477000200880243,0.2803957828754341,0.5803861163791056,0.5865809706470574,0.5433015611791175,0.0690796363185478,13868.019562606967,
,,0.3,前项,,393306730.95111114,0.9317075046477648,0.41633383220261666,7.677559933746312,0.5756714017794718,0.5839028600624702,0.08425077119101926,13892.467290458357,
,,0.3,后向,,437658097.5881482,0.9631375090249451,0.40630746856629746,6.584728233978378,0.5740026500199925,0.6077017060906087,0.08798950547782407,13903.98718358523,
,,0.3,线性,,404546713.22074074,0.9426480930294933,0.3907427258114529,6.853492955749932,0.5758884207957231,0.5863532863524408,0.08488216781142027,13890.5242847182,
visiontspp,Water_Quality_Darwin_15T,0,/,,63.06604817708333,0.04091107302706701,0.9174721450107588,-0.0017811547383090771,0.7527158975342891,0.7857530291573577,0.8852673845182575,11581.053887869712,
,,0.1,均值,,53.47979058159722,0.03671729432907582,0.5931573509808401,-0.0017733742814414234,0.2754509954180717,0.7006795674901107,0.9587112012458024,13753.969971213632,
,,0.1,前项,,56.42731662326389,0.03794565990754984,0.8858189354039779,-0.0017666601904783243,0.6171879617188036,0.766496413678343,0.920045144567545,11861.234603648385,
,,0.1,后向,,64.6468532986111,0.04185953602027674,0.8983518621418047,-0.001784741685017275,0.6697770445545039,0.7531398802402042,0.9129548556272231,11877.102412386219,
,,0.1,线性,,60.61545681423611,0.039588790264467495,0.915091361422745,-0.001778253966725451,0.7107381550082017,0.7743119793967811,0.902848353630584,11469.795604262497,
,,0.2,均值,,40.20650499131944,0.029372223469661604,0.506429226293961,-0.0016727833642037238,0.23060379217841898,0.6153052467409681,0.9321557483811153,14585.523673147674,
,,0.2,前项,,58.720638020833334,0.039494586577456636,0.8554661495984848,-0.001812482332047552,0.4879668807462701,0.6825394130809916,0.9377353193881047,12036.805336203179,
,,0.2,后向,,64.60541449652777,0.04069555847829242,0.8782099163079424,-0.0017693243750162486,0.5121725038348757,0.6473982193806016,0.9184181224414123,12064.358490866853,
,,0.2,线性,,61.88830295138889,0.03995318904252967,0.900809177821019,-0.0017837924246552862,0.6217932890604718,0.7178176405525334,0.9194690071828922,11291.381069927975,
,,0.3,均值,,23.379600694444445,0.0228366252134691,0.37933317007817263,-0.0012172618844788817,0.11226215054038438,0.5478229760453555,0.9531390661109079,15172.635743065308,
,,0.3,前项,,45.36047634548611,0.033249178256840414,0.8312170960822953,-0.0017986399696183811,0.3831629333479032,0.6818437711544505,0.9483334102407572,12354.442933127037,
,,0.3,后向,,59.52886284722222,0.040478668238767605,0.842479132140181,-0.001783574834491299,0.419261311941824,0.6962450127352023,0.9409486081710042,12356.594365225577,
,,0.3,线性,,50.91711154513889,0.03578102102882821,0.8858763754389263,-0.001781730593033209,0.5548152670489421,0.7373205352770225,0.935254093656179,11147.80378374539,
visiontspp,azure2019_U_5T,0,/,,1354.7022569444443,1.173963932047492,0.10605020642816854,0.016994057118940184,0.22198189581295846,0.6346205743885339,0.324985934583682,8616.760280034145,
,,0.1,均值,,1153.5684027777777,1.1182870619866883,0.11601882202451108,0.01707277901526174,0.24023688100717833,0.6350668216944869,0.2863936006812587,8565.1852363049,
,,0.1,前项,,1330.0368055555555,1.1570993605017479,0.1194596402921172,0.016987945434242473,0.18962532765708506,0.6275226910596,0.37696959725631646,8582.596790965297,
,,0.1,后向,,1286.5453125,1.1360872483026963,0.12468457460944349,0.016736643427955986,0.23069577113157658,0.6320017519399105,0.3160904385530644,8573.55980946864,
,,0.1,线性,,1353.2800347222221,1.1671093402047306,0.12201843915381971,0.016837050477867436,0.2188529338311368,0.6301900283208379,0.32361213371175773,8565.132004125531,
,,0.2,均值,,1177.3955729166667,1.1753389323802614,0.10168900970672323,0.015797906744677948,0.1943951725350661,0.6585878277988823,0.38540888839284504,8510.242190721296,
,,0.2,前项,,2372.077951388889,1.2958706702822878,0.24394388864587335,0.02979954825526128,0.19146764155617457,0.6120088364292654,0.40888732466247046,8515.916731591582,
,,0.2,后向,,1479.0246527777779,1.162426534804943,0.09586506081275614,0.018819750880332473,0.19798126599686128,0.6465476865262011,0.4558036329937738,8516.761636878182,
,,0.2,线性,,1662.482638888889,1.2140181739740408,0.1571505252926657,0.02247107304628586,0.18249538889444228,0.6373734429202768,0.4160137774574373,8523.257378263257,
,,0.3,均值,,1369.8883680555555,1.160979552308043,0.09222707538967823,0.011612538819013815,0.2346453020868826,0.6114849254627597,0.40189304002245724,8423.245819324908,
,,0.3,前项,,2991.9875,1.7832368464569799,0.17317646999560887,0.011789680740369344,0.3042873462186382,0.607478603089914,0.5587763888541961,8475.914409902349,
,,0.3,后向,,2030.1652777777779,1.2773658594576034,0.1762509514312095,0.0234815176019145,0.2681694850502002,0.6261421762250803,0.4187524511751359,8457.734974521365,
,,0.3,线性,,3114.3524305555557,1.3196218541634843,0.17526726382416358,0.016999104949175847,0.2466350120627253,0.6299223317057586,0.4322926551997944,8453.32315652307,
visiontspp,current_velocity_15T,0,/,,0.18847163447627316,0.02267602713017499,0.8643710396114951,0.00012101822473759893,0.06037643082444786,0.10980143429462737,0.9811651829247622,-1985.4220302799417,
,,0.1,均值,,0.19035450122974537,0.022670858602478985,0.552251142543201,0.00011797919863701805,0.014630752045699243,0.06629152641223054,0.9789987237786896,1067.0851704501188,
,,0.1,前项,,0.1879308177806713,0.02253439849812999,0.8692458366751802,0.00012158633380313942,0.05570288541238707,0.09309705319393591,0.9839214579857024,-1977.4152043688316,
,,0.1,后向,,0.18865085177951388,0.022784043655849073,0.8663431383210678,0.00012059140415568834,0.04753655325683759,0.141046311958002,0.9824535319353294,-2045.6093254940643,
,,0.1,线性,,0.1888895896629051,0.022795081798261375,0.8682411128679638,0.00012072142384118079,0.05078343812987547,0.11979492534037209,0.9837264406485087,-2137.5219996126843,
,,0.2,均值,,0.14168949833622685,0.020820677469002364,0.4094467488092442,0.00010928513349028285,0.019543584374644252,0.07130482335540957,0.9645094417256118,2532.1460890959625,
,,0.2,前项,,0.19128987630208333,0.02243875002159535,0.8653227265207584,0.00012087776759756413,0.04236670884396695,0.1699400370550198,0.9769040401360736,-1667.2674512950878,
,,0.2,后向,,0.18939307318793402,0.022807297886733482,0.8704463597025393,0.00012073875626815786,0.056999714684718254,0.10506661604626362,0.9808082537627854,-1697.1312751032724,
,,0.2,线性,,0.1963489673755787,0.023049735952442352,0.87487351602575,0.00012140482231101414,0.03576213228787177,0.149692453093342,0.9841341923664318,-2154.3397956811887,
,,0.3,均值,,0.22181486906828704,0.023054431994047213,0.3826523317104627,8.721144098395723e-05,0.1338321159966432,0.11577344155942802,0.958191589255928,3012.758303077343,
