基础模型,数据集,缺失率,填补方法,填补误差指标(MSE),填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,0.1,均值,,0.3432861328125,0.027522226987361825,0.7187139154138398,0.0008785141638109459,0.03379101931944738,0.5162425894634205,0.956326721919902,2383.004008346336,
,,0.1,前项,,0.2513528490823413,0.023868088906146664,0.9880057065592561,0.0008711213174529229,0.5235966069604288,0.5108515324161506,0.9155039207535146,939.8689444917705,
,,0.1,后向,,0.23459729391431053,0.022589705480832164,0.9773490223495465,0.0008748416337145892,0.38782037405016684,0.5349945952062188,0.9321278040051598,956.9541845907339,
,,0.1,线性,,0.22898666139632937,0.022328491644913986,0.9874760615671688,0.00087231425687997,0.5083059860758289,0.564380800966956,0.9308342893795191,897.4393066342901,
,,0.2,均值,,0.5048566545758929,0.0346268252656697,0.5095347158344884,0.000869217669377916,0.00456649230462512,0.374613357180797,0.9551652977994596,2646.1321635361733,
,,0.2,前项,,0.23258742075117808,0.022491510373198402,0.9816565616632538,0.0008731805531090734,0.3772664226949004,0.435333843817007,0.9402101044118286,933.0720325019569,
,,0.2,后向,,0.23763960580977184,0.022811331268129505,0.9877530188861693,0.000873848187121824,0.48263726969931836,0.42426084301487793,0.9023682058331638,958.8358060012023,
,,0.2,线性,,0.2346285381014385,0.022712284306218473,0.9893530178783632,0.000874082959653524,0.5227492014134848,0.474365435240622,0.9271973445466386,922.4696670879035,
,,0.3,均值,,0.4843004014756944,0.02881195335277701,0.5347340661166038,0.0007359501321275751,0.09866178714034031,0.23770358183319865,0.9456843562705373,3117.750413684578,
,,0.3,前项,,0.23180125403025795,0.022489142058542216,0.9814463233319687,0.0008781180002791921,0.31358120438576226,0.3927029206881373,0.943485674524032,993.7526072915235,
,,0.3,后向,,0.24063405839223712,0.02264766593882269,0.9857650466525109,0.00087624136449768,0.34944478861770933,0.43521771689129574,0.9311711979247084,944.3056845107034,
,,0.3,线性,,0.25017174614800347,0.023289777141007117,0.9881956225487581,0.0008755079537115835,0.4405665562387515,0.40261106680289827,0.9431416654875612,909.5720660752366,
kairos50m,Coastal_T_S_5T,0,/,,656.6927083333334,0.23680153894651068,0.4347167920876118,0.0019650584589921893,0.5249895408337271,0.4893641805733123,0.5209229286067244,5978.678121304758,
,,0.1,均值,,672.3161805555555,0.26343804551859157,0.019616107339603027,0.0018699984778343466,0.08370361453813735,0.4939847148271955,0.8008283117869761,10007.616196921965,
,,0.1,前项,,686.2636111111111,0.23554584985094515,0.4186183025495486,0.001772878557965756,0.4881439130104016,0.4825053051293146,0.5864676279960338,5919.656485242978,
,,0.1,后向,,654.4439583333333,0.23408071682977688,0.42868877651682447,0.0020177712097463286,0.5091415078459952,0.5045955539354965,0.5854948755855041,5915.9913227122415,
,,0.1,线性,,652.8342361111111,0.2357033148189241,0.4259064481938169,0.0018882826430273562,0.5099907803866586,0.4926064692832542,0.5522932037050232,5882.428531382832,
,,0.2,均值,,647.5121527777778,0.42966805302729766,0.0672714990775201,0.0033746450144951437,0.09260519193598407,0.5518979747085984,0.786617762833129,10511.416505696963,
,,0.2,前项,,747.9739583333334,0.2306501322662527,0.41658873430727017,0.0012651981622090207,0.4610897056483269,0.5236025433443163,0.6475868141715363,5882.463396062746,
,,0.2,后向,,712.4966666666667,0.22838550869703625,0.4439998589545734,0.0019030930100320954,0.5204213970427208,0.507214429788819,0.6224875782513576,5883.399635758235,
,,0.2,线性,,717.9208333333333,0.23122866066883027,0.44697797750900153,0.001725701447323163,0.5150536092438139,0.507839831737594,0.5867937666064678,5780.678899284118,
,,0.3,均值,,708.4713194444445,0.565386493199736,0.07461106534834454,0.0017095923753157071,0.13232008875859208,0.6026563537765388,0.7920136672194017,10767.287079616672,
,,0.3,前项,,759.409375,0.22695784019393545,0.41338382044259586,0.0007904906738293541,0.4481452405350754,0.5191571073615902,0.6977943956795858,5814.061825814193,
,,0.3,后向,,663.9334027777778,0.23472573077972414,0.4180167687972178,0.0009964120529750882,0.4348046515370628,0.5185604719741388,0.7005574981373279,5813.1279223521315,
,,0.3,线性,,671.1300694444444,0.23487112902488064,0.4479625141356591,0.0009946293150138144,0.5044823100533842,0.5126461039295985,0.6287249115221764,5664.59212903091,
kairos50m,Coastal_T_S_H,0,/,,733.9505208333334,0.35752757253887346,0.4589908440320388,-0.005802144290943193,0.1455368563078574,0.06235090929904833,0.1258188007202526,11684.576705031792,
,,0.1,均值,,1138.2407118055555,0.5084366511282508,0.45403052578439895,-0.004619225786698213,0.14362686288434534,0.061237672644424576,0.19611358747948412,11793.819851266086,
,,0.1,前项,,744.7271701388889,0.36088284421239974,0.5009607717398071,-0.006346124327843841,0.12746775886766998,0.06061683448917911,0.18558172015636293,11646.61961378263,
,,0.1,后向,,717.4657118055555,0.3575597277739509,0.5171356070671662,-0.005349828040872891,0.12957256203992812,0.06347866133903872,0.150739385941849,11652.858735965197,
,,0.1,线性,,737.6560763888889,0.3621561575876724,0.48644968669675065,-0.005677405008777814,0.14634610640606685,0.0624764786611742,0.16926709563461756,11637.611777279722,
,,0.2,均值,,1664.2774305555556,0.5320135416382222,0.4436945068693098,-0.0036327295027850327,0.10029478328637816,0.06110302356761826,0.24373018644978442,11677.441839107049,
,,0.2,前项,,721.59609375,0.35583642913967684,0.6110970789826079,-0.005309866273229866,0.1510267290025069,0.0713955349582015,0.17843943115849084,11564.410248462238,
,,0.2,后向,,827.7213541666666,0.37449342466054264,0.5495951475938907,-0.006373771398329292,0.10288937623618524,0.06766936139862906,0.22173980296952323,11539.60244968631,
,,0.2,线性,,780.6692708333334,0.36596268789923614,0.5666848971970619,-0.005959544218428511,0.08712139335705632,0.06579340899281635,0.19448363819444853,11545.95743088398,
,,0.3,均值,,1224.9364583333333,0.5225530203681678,0.4179872662645544,-0.0038352825795688163,0.07943273490665642,0.06890197237956547,0.24989365148550682,11721.973908760483,
,,0.3,前项,,687.1938368055555,0.3522256563885492,0.5599848083127418,-0.006347364992844724,0.0697143238610379,0.07777090439716097,0.22297746896179438,11475.670260506922,
,,0.3,后向,,722.6736979166667,0.35596436281010646,0.5504792659692535,-0.005965146509015994,0.0994591515283669,0.07278434989162115,0.16883410712036695,11446.84971190977,
,,0.3,线性,,661.4167100694444,0.34542937943913976,0.5354731235655135,-0.006219381987769975,0.0925023226542881,0.0814667328659111,0.13085035872573503,11379.993252447617,
kairos50m,ETTh1,0,/,,13.436495949074073,0.34326451840849503,0.8632493250433908,0.00022913330404039756,0.33646739978309625,0.5809147034547214,0.7831870720315834,6727.974658039706,
,,0.1,均值,,16.45062789351852,0.39659374387264756,0.8444202867971394,0.00021017796422504074,0.23862937712547302,0.5104001410741815,0.8039895086124411,6907.743605474579,
,,0.1,前项,,13.584813368055556,0.3570800747187597,0.8571933318530056,0.0002334017116656624,0.286625325863736,0.5096984759494098,0.7884525358222604,6674.272446372416,
,,0.1,后向,,13.297132523148148,0.3373002859973139,0.8602479227500165,0.00023295192025875333,0.29461718495531775,0.5101562874990342,0.7877937265436273,6670.622898575946,
,,0.1,线性,,12.371890914351852,0.33902259127969325,0.8624682695415602,0.0002339818206129234,0.2961220886953585,0.5223879718723701,0.7834688843635766,6638.650628040155,
,,0.2,均值,,13.308226273148149,0.326232489570383,0.8010454350150835,4.8790462809150194e-05,0.17335148650257015,0.41676152526013027,0.8325784011585261,7080.982901748265,
,,0.2,前项,,12.81607349537037,0.32733051884000464,0.860961997498563,0.00020777550491805796,0.23802027304602338,0.4108551580918248,0.803954559859508,6648.570861092318,
,,0.2,后向,,14.275002893518518,0.3542497646451348,0.8584766446728852,0.0003092028940673538,0.24020066917060628,0.41086852025147536,0.8074125919950261,6644.231671384914,
,,0.2,线性,,14.199694733796296,0.34122001175616334,0.8724948032116859,0.0002621932388110546,0.261440582220316,0.42874092653789136,0.7945849058325789,6526.193862232484,
,,0.3,均值,,20.436556712962965,0.4014107459432221,0.7939928160582804,0.00022379778859608253,0.14574789491820866,0.3656363193006909,0.8251422369688449,7169.84585573341,
,,0.3,前项,,14.899577546296296,0.35649847219611225,0.8671599852648169,0.0003001704730760772,0.2281554512024963,0.37958987876468175,0.810719755731514,6538.925124501315,
,,0.3,后向,,13.04082320601852,0.34182643922902356,0.8660033287363729,0.0002370004525505778,0.22369465986908013,0.37730995463779826,0.8056361617624279,6522.422143151225,
,,0.3,线性,,13.749822048611112,0.3347815674458863,0.8768708512278072,0.0002614313931312217,0.24006810662211694,0.3693729956682231,0.8014821814275863,6365.1865766502315,
kairos50m,ETTh2,0,/,,39.48563078703704,0.2292503744233151,0.8645718366992071,0.0016258234863575376,0.6889987057614044,0.9007141841332749,0.8975748911098493,6938.158606290253,
,,0.1,均值,,45.52453125,0.2294212580534069,0.8216715213621292,0.0014718450508236448,0.57239415976197,0.8060241908717637,0.8950291128480008,7389.487482546874,
,,0.1,前项,,42.31785300925926,0.23420884833162298,0.8531441249667985,0.0015786850629409478,0.6314029723578111,0.8331564860985915,0.9004102884503395,7022.776253988392,
,,0.1,后向,,39.076024305555556,0.22655701281510973,0.8611705330888896,0.0016371176322839884,0.6396002911548668,0.8395881573241242,0.9009834661212809,6996.290335421623,
,,0.1,线性,,39.69447337962963,0.23025837151638576,0.854833839169704,0.0015997822570127907,0.6297333785418981,0.8316114901014887,0.9004976788761638,6906.071201813583,
,,0.2,均值,,41.62114583333334,0.22095434683312448,0.7992571149049167,0.0013142123491162274,0.4573002886951384,0.7570760719529745,0.888052492022225,7676.389390459824,
,,0.2,前项,,42.04783564814815,0.2371783636734166,0.8521699971396931,0.0017038836447230104,0.5701738185583285,0.7692148302424314,0.8937654004511884,6996.00933194914,
,,0.2,后向,,37.60019097222222,0.2240233854677309,0.8508647042524148,0.0015502589473492016,0.5706578733756805,0.7901193550909206,0.8935315102657543,7000.048851778989,
,,0.2,线性,,38.65822337962963,0.22318515307684106,0.8521653939755833,0.0016198843137285688,0.5730064053944646,0.7813951754101378,0.9074671410868185,6775.3724433242605,
,,0.3,均值,,41.38270543981481,0.22300685027679618,0.7487375338033299,0.0009750744910318965,0.31663763144506973,0.5611264953177585,0.8750537409313967,7967.611074296731,
,,0.3,前项,,47.3793431712963,0.23731399013278634,0.8481250346578856,0.00167174485691121,0.4475050144321544,0.6291799766316714,0.8921444131098889,7238.050335627095,
,,0.3,后向,,48.051516203703706,0.245416575023398,0.8401500273154391,0.0015429393978111374,0.4394599063363653,0.6467868499666093,0.8854113807586084,7224.775889228951,
,,0.3,线性,,46.40927662037037,0.2332952577331107,0.8535875836548447,0.0015802159360036835,0.46348671064450786,0.6300464947955678,0.9027529769770571,6759.125983477081,
kairos50m,EWELD_Load_15T,0,/,,4091.7817901234566,0.5074549363240579,0.2898549233585578,-0.0017029809731342758,0.9063564343432566,0.9676922471618611,0.6382607991237158,14288.24103595773,
,,0.1,均值,,4570.016049382716,0.5468373774124395,0.20894827388170528,-0.0006255372344483977,0.8127136282731557,0.9603443165505136,0.804914698133806,14350.016866077598,
,,0.1,前项,,5584.820987654321,0.542537894878835,0.18890233412881147,-0.0027445366021774057,0.7226502112638057,0.9608272516405267,0.8471002466293035,14439.840901162032,
,,0.1,后向,,4717.334567901235,0.5455732979738385,0.14122358015701453,0.001504106276779993,0.7120731149406118,0.9614606736084979,0.8796960116895463,14449.253758619123,
,,0.1,线性,,4758.403703703703,0.5389625042885817,0.2565690497937414,-0.0008867391105167564,0.8509807218080799,0.9692087466464506,0.790722245254529,14243.086582387237,
,,0.2,均值,,5674.90987654321,0.5867572884122093,0.16028701051038285,-0.002439902221532611,0.7339080986898702,0.9184186164270057,0.8113513746456081,14409.725790940329,
,,0.2,前项,,7445.346913580247,0.6090519319292714,0.1369216883386075,-0.0005802411907454218,0.5677209113802809,0.9273953012665435,0.903362567256442,14556.629916959313,
,,0.2,后向,,6256.321604938272,0.5888321423911752,0.17179850093471094,-0.003719659942264094,0.5899522026865549,0.9195029651465947,0.8878979840277859,14544.970891122275,
,,0.2,线性,,5589.971604938271,0.5656432897620661,0.23767707767742272,-0.0028107846810749735,0.7953655714782413,0.955089100753598,0.8292431539051425,14212.757721960712,
,,0.3,均值,,5893.2938271604935,0.6295208305170165,0.2113759835289764,-0.0020928724992293197,0.6974006588790796,0.8699160280105452,0.8455003849567218,14408.436209213398,
,,0.3,前项,,10071.497530864197,0.7028556568563824,0.18184899595506354,-0.007596552825196735,0.45770987637672395,0.8766436481977682,0.9105006403205521,14605.530731299436,
,,0.3,后向,,8016.133333333333,0.6475505047550711,0.15902281625487338,-0.0034046317517799993,0.4332248657807377,0.8563606748395506,0.9068723962669143,14586.92584487002,
,,0.3,线性,,6301.006172839506,0.6220092836259099,0.27829780499008805,-0.005022209774286453,0.7151478315696183,0.9342166213353372,0.8784417185711523,14129.300957583104,
kairos50m,Finland_Traffic_15T,0,/,,1112.4586111111112,0.20620835437186114,0.050101781403224646,-0.0035353122196216313,0.832779307352206,0.9534661342161719,0.8098075027676132,13424.493441293313,
,,0.1,均值,,1500.2465277777778,0.23480165789182156,0.05593460862929287,-0.004913880925371116,0.7558076381851159,0.9425287612094291,0.8525423809268435,13527.078882634582,
,,0.1,前项,,2219.1556944444446,0.2659310641470287,0.06135935222801166,-0.005490042288489284,0.6577959039888364,0.9269876225821838,0.8897538325214208,13677.543018938319,
,,0.1,后向,,2150.8944444444446,0.2540124594658904,0.06307090339641516,-0.003914962677295528,0.6977424530639477,0.9462011500214661,0.8793633883813609,13656.757218427665,
,,0.1,线性,,1572.0755555555556,0.23832219947534336,0.07766520003782443,-0.004289724442683001,0.7929849245991352,0.9458489815967249,0.8471789107071143,13375.033297349704,
,,0.2,均值,,2517.7302777777777,0.32517685829908827,0.07485569989239178,-0.0041834042250499266,0.7027309282789325,0.9018137747027664,0.8652802605473748,13582.932707181308,
,,0.2,前项,,4564.591666666666,0.38847994993531554,0.13145948017502262,-0.0025392431716745783,0.5721188955392574,0.8802744567585021,0.9002810139036143,13752.103139284338,
,,0.2,后向,,3769.1497222222224,0.36812598441931554,0.09794898304840563,-0.008961474472097521,0.5666829363674302,0.8959693024856932,0.9107610331825328,13753.698200754781,
,,0.2,线性,,2525.3458333333333,0.30965678417569203,0.10988451573500388,-0.006343070367978572,0.7208303679703831,0.933060283625412,0.8764458883950427,13302.53792762764,
,,0.3,均值,,2865.798888888889,0.3734905740276027,0.12509543756629893,-0.001226069157148324,0.633540497931316,0.861857776353707,0.8895805196564208,13573.556648037833,
,,0.3,前项,,5645.527777777777,0.4899441224246422,0.1330612796513841,-0.0014809057000292622,0.44167817754742555,0.8399324613962287,0.9255071454000156,13828.189776557236,
,,0.3,后向,,4408.208888888889,0.4336659889993331,0.1474406560377231,-0.004103533955582474,0.45810164161555783,0.864812529274193,0.9258279113253305,13821.104468152082,
,,0.3,线性,,3007.7027777777776,0.40066735940630843,0.17541974293058565,-0.0026314798205866676,0.6743663940337059,0.9191205770495374,0.9156150003068018,13182.180934012262,
kairos50m,NE_China_Wind_H,0,/,,0.6438766479492187,0.8252937311652632,0.9278407671626396,-5.563315160171103e-05,0.16960890855362287,0.667719360209137,0.9533312930185474,1330.968937649283,
,,0.1,均值,,0.613326899210612,0.8799871219570091,0.9079129642485222,-1.5130502013668183e-05,0.11591890277129696,0.6261202220410083,0.9247577339151741,2241.382042335291,
,,0.1,前项,,0.6219829559326172,0.7927191819878481,0.9171193470924143,-5.312359554671462e-05,0.12743349911757224,0.588711996749416,0.931393941684763,2058.4038243062587,
,,0.1,后向,,0.6795207129584419,0.8882636587118479,0.9009758105665667,-6.625236655448814e-05,0.10950167853095587,0.6090411034038075,0.9390228258747766,2059.833776664441,
,,0.1,线性,,0.7027389526367187,0.8836535975828511,0.9328773854883352,-6.21455469921387e-05,0.1492938394118867,0.5877945521123871,0.9526670845595426,1287.8827903719175,
,,0.2,均值,,0.6964755588107638,0.9416546751022019,0.8872373511707098,-3.679574150729773e-05,0.06373002130796955,0.4817075736753729,0.9199228671949998,2473.7281826445783,
,,0.2,前项,,0.7300893147786458,0.8871683072315568,0.9189566718691629,-6.458443648449115e-05,0.09995985868036382,0.51170585693382,0.9380426667529769,1811.8896684441709,
,,0.2,后向,,0.6426826053195529,0.8477875069106586,0.9145982416034714,-3.904134076722419e-05,0.09102002518526255,0.5411364747768528,0.9465321853278295,1930.2147143905338,
,,0.2,线性,,0.6675552792019315,0.8589515722055713,0.9303676716292815,-5.169627094384001e-05,0.12309921129061606,0.5670403412517082,0.9614743845202957,1253.0872180346244,
,,0.3,均值,,0.8159663730197483,1.124306631011225,0.8358465777053881,-2.7139082537871312e-05,0.04063902097511983,0.3912390628937825,0.9044413683615379,3006.753693749074,
,,0.3,前项,,0.7907708062065972,0.9399028419681739,0.9103757557548812,-9.6068049691676e-05,0.09535168347211556,0.44384384997182585,0.9107018632217088,2358.121489540142,
,,0.3,后向,,0.677864752875434,0.777135591661763,0.8844154865644744,-8.909227348347158e-06,0.07963707146432021,0.4659892791447214,0.9326744344849247,2481.422664293307,
,,0.3,线性,,0.7281366984049479,0.9171138656614268,0.933056142815862,-5.528048877932832e-05,0.12797817353059776,0.4201194514845529,0.9583913920819664,1151.4679699120652,
kairos50m,OpenElectricity_NEM_5T,0,/,,138751.32444444444,0.04759547311621769,0.36033827889137715,0.007940110162608502,0.9338949782057384,0.9749623074525264,0.9207469345285733,15465.081418115684,
,,0.1,均值,,157661.76,0.049661392024968186,0.19573153444202526,0.017089813558754174,0.8290209833166753,0.9592844618175729,0.9426949873339472,16304.074715911333,
,,0.1,前项,,155358.84444444443,0.04957093069131119,0.1916605910744982,0.004393190878142039,0.8213731292259967,0.9664778055833834,0.9471264852222466,16211.45828644568,
,,0.1,后向,,161598.36444444445,0.04969208439326709,0.27465610936492535,0.011358315823823927,0.885285790993132,0.9590756599775672,0.9219081546411063,16210.417522538395,
,,0.1,线性,,140510.84444444443,0.04719556232664595,0.33149676773183856,0.001240229954319013,0.922833934027176,0.9709962920197439,0.9202303391201678,15376.212888310769,
,,0.2,均值,,203800.37333333332,0.05596517930267183,0.14500164334193352,0.02429939483032541,0.6889863097674207,0.9190451038685545,0.9442161165441865,16763.809123950112,
,,0.2,前项,,196658.98666666666,0.05671725934810687,0.20392511958512607,0.026737230757736846,0.7762976931718211,0.9378758764613311,0.9293867519070449,16551.918066747472,
,,0.2,后向,,200728.8177777778,0.05456012961901359,0.19228684193675363,0.014752285983970681,0.7995944855209969,0.9500142414847593,0.9452607292146784,16590.861082068142,
,,0.2,线性,,144477.04888888888,0.049438645893194716,0.3214581938675021,0.022969746801852868,0.9025290005656483,0.9692314801742901,0.9387951438311539,15282.96127881161,
,,0.3,均值,,325756.0177777778,0.06924282444614031,0.09645392426712943,0.04243336745454278,0.6035075362194509,0.8301996616258129,0.9331153475042754,17071.653164868596,
,,0.3,前项,,252433.17333333334,0.06358349858201738,0.1562983783193265,0.019145126436450007,0.7578847237263645,0.9157559177181686,0.9283370858545756,16819.050652267826,
,,0.3,后向,,262324.7288888889,0.06137409353864258,0.14526446051610684,-0.00397439955590447,0.7410832725048684,0.925469750530304,0.9468109224700549,16828.158762925686,
,,0.3,线性,,139813.08444444445,0.047843386382545344,0.30308363837180685,0.001535013437986603,0.902074522294981,0.9644166529754677,0.9410700232171649,15146.277596835254,
kairos50m,Port_Activity_D,0,/,,34751759.54962963,1.5856503743571468,0.01226221331037125,-0.19304135533914982,0.08105697417400955,0.030605012305125957,-0.046787788560566985,14510.802029114324,
,,0.1,均值,,34480297.90814815,1.5677129166766415,0.008602866045867907,-0.009687006771460874,0.0937198940781893,0.03186632048606317,-0.03672407178333906,14450.122735645627,
,,0.1,前项,,34707459.034074076,1.5826963603833284,0.10629628982522248,0.3446782498771708,0.09481561022094938,0.033349778049634106,-0.027995374018513902,14495.312487476398,
,,0.1,后向,,35463923.48444445,1.6355015368699228,0.02907350147622149,-0.4046240097223192,0.09203460976832589,0.028633267351950334,-0.036130180604872754,14453.342637060554,
,,0.1,线性,,34847669.66518518,1.5930077738868573,0.04623709461096596,-0.06561899368017077,0.09278875690284905,0.02765558254869872,-0.03424333802537172,14479.042415881224,
,,0.2,均值,,31025009.398518518,1.4014488845980586,0.0036456576754274606,0.11028343540479439,0.10869409459427733,0.07573809702096355,-0.031707015990862085,14438.553604154897,
,,0.2,前项,,30607623.964444444,1.4045698355805032,0.29385738701803094,0.40885996578476985,0.10019131163659574,0.03628463013834964,-0.013818728846817748,14507.572735312593,
,,0.2,后向,,34469605.83111111,1.6108747842305546,0.3346530268146437,1.061777033880863,0.10291227248632236,0.046371118650345704,-0.016206832263071947,14513.200016730707,
,,0.2,线性,,32267380.81185185,1.4815999629128649,0.3046170622385633,0.7504012611637892,0.10237208211423184,0.04576927120879041,-0.013149421908691242,14513.374592933142,
,,0.3,均值,,31408813.70074074,1.4350494573848012,0.0,-0.5016009486250786,0.1054029338985479,0.04148399984698417,-0.016644100040147453,14311.116218329373,
,,0.3,前项,,35485765.78370371,1.6352257973965945,0.06473472061530523,0.1000238983918436,0.09816050504399527,0.031646775737082286,0.0006246509688777232,14351.940420840132,
,,0.3,后向,,35531522.65481482,1.6759730424744335,0.11880707709311862,-0.15252381189083614,0.10011864843717622,0.04167692829801334,-0.01814875600880508,14328.687744109106,
,,0.3,线性,,35106706.77333333,1.6163018559316515,0.05360012765652633,0.016680590027489752,0.10085474730136323,0.03326532893847278,-0.006682895005329918,14336.229662104999,
kairos50m,Supply_Chain_Customer_D,0,/,,2889117762.7496295,0.6231297351617907,0.43151010789951233,11.939392776816488,0.7279865475265336,0.9098143234949182,0.09440339943927438,14628.173480777308,
,,0.1,均值,,2808000894.2933335,0.6289867046800466,0.42605139808401143,12.421421665809328,0.7223934098970037,0.7978225137968784,0.12483454227290268,14602.552424017662,
,,0.1,前项,,2824391302.2577777,0.6000277123235881,0.47078017320750815,7.329185946164412,0.7255744168951099,0.7964743338465206,0.131708614909464,14598.96468869738,
,,0.1,后向,,3053914297.0785184,0.6243286752705566,0.5125705952104943,4.339660279921353,0.723253573236367,0.8031619934800869,0.12339763710890793,14626.991539041206,
,,0.1,线性,,2924255932.871111,0.6140241076802874,0.47763023249523817,5.383976795821687,0.7250833696301761,0.807588280372966,0.12933186499389845,14610.40643148749,
,,0.2,均值,,2445075342.2222223,0.590960505689917,0.4318087945137912,8.617579634221016,0.7004680706548626,0.7151793629315802,0.12849722694688798,14625.991098896373,
,,0.2,前项,,2782521468.397037,0.5831348068373009,0.4736253284034371,-1.3034778629376962,0.6943479809357681,0.700582113288385,0.1411301698989453,14629.62483005182,
,,0.2,后向,,3023084609.2325926,0.6395926262373565,0.6508409585528573,27.873533110256997,0.6961329672198424,0.7281952851768295,0.14398410452542235,14673.315569222019,
,,0.2,线性,,3258712452.3614817,0.6439812653285103,0.5164647611074943,13.175205913497267,0.6991490387680623,0.7059768358436137,0.13407895339510853,14641.507448141265,
,,0.3,均值,,2323034688.474074,0.5781994131251035,0.33672258999179067,8.420652324778343,0.6686845772368097,0.6144826951181015,0.16618213919392366,14551.426591551726,
,,0.3,前项,,2763111549.914074,0.603732020413802,0.6052550302678906,26.195850333076084,0.634517137379813,0.6597879367170227,0.26019708708251815,14599.63549850353,
,,0.3,后向,,2605212703.8577776,0.6014152502672234,0.6408492099941292,8.916927032211195,0.6435299518942371,0.6376951835568576,0.19729875109425576,14626.081737076374,
,,0.3,线性,,2560437149.3925924,0.5779906464191071,0.5025298332574822,19.122338917895377,0.6305186665654674,0.6019580325648834,0.24433942677234585,14599.723237004437,
kairos50m,Supply_Chain_Location_D,0,/,,609873646.9333333,0.6357099288983045,0.33053589247799203,5.191970353029888,0.6287419058498528,0.8114150062671124,0.009072432370273269,13936.214369597166,
,,0.1,均值,,581464082.2044444,0.630868757856456,0.32648164721156064,4.018501330122309,0.6282956250826427,0.7256991270149533,0.05787399559904303,13893.910191163633,
,,0.1,前项,,697205949.6296296,0.7407400480100691,0.4788946170864122,2.786023501302316,0.6300004387904717,0.7146046145758973,0.052649774145305694,13931.600618364828,
,,0.1,后向,,651441432.6518519,0.6846014343153274,0.5619168470281022,6.619786362468258,0.6306910140331826,0.7164983132073913,0.05125553162615277,13941.368533656461,
,,0.1,线性,,518735110.4474074,0.6109509119819635,0.48715648196954997,4.320533950986338,0.6310680470285127,0.711277172700588,0.05379780661473497,13936.735719383265,
,,0.2,均值,,546674563.602963,0.6201446894098553,0.3432911037121303,2.8313260045892767,0.6329929276691079,0.661632138427138,0.028337382712504217,13884.391586910157,
,,0.2,前项,,599776151.3244444,0.6284114594732794,0.37694130374320345,3.199482257006308,0.6260563764316619,0.6595468355762243,0.04355109809199328,13908.413673309062,
,,0.2,后向,,739863477.6651852,0.7192023432556446,0.5410239686181055,8.414824014607746,0.6324985454807748,0.6616176473701769,0.04443055380198608,13938.97295130736,
,,0.2,线性,,556007666.7259259,0.6314788388786804,0.42005776244970255,5.475216759126904,0.629769266009702,0.6457793695579377,0.045815425842758356,13916.034639521664,
,,0.3,均值,,537419181.3214815,0.6286718647889264,0.2803957828754341,0.5803861163791056,0.5865809706470574,0.5433015611791175,0.0690796363185478,13868.019562606967,
,,0.3,前项,,559528309.1911111,0.6172100348530807,0.41633383220261666,7.677559933746312,0.5756714017794718,0.5839028600624702,0.08425077119101926,13892.467290458357,
,,0.3,后向,,599234581.2385185,0.6199372703939618,0.40630746856629746,6.584728233978378,0.5740026500199925,0.6077017060906087,0.08798950547782407,13903.98718358523,
,,0.3,线性,,560662227.6266667,0.6064782433335221,0.3907427258114529,6.853492955749932,0.5758884207957231,0.5863532863524408,0.08488216781142027,13890.5242847182,
kairos50m,Water_Quality_Darwin_15T,0,/,,17.23537055121528,0.0173644635106157,0.8403412211819672,-0.0014352983128896363,0.7509618097189369,0.7822450464190392,0.8841114281634042,5190.176283418383,
,,0.1,均值,,15.314634874131944,0.01741611401247565,0.5226214573822566,-0.001563867402870761,0.32679247657091937,0.6978958092565561,0.9463472276577656,6360.130458105628,
,,0.1,前项,,15.621674262152778,0.017118822073758498,0.795444291527887,-0.0014370124990623662,0.6305074747637577,0.7635230025931963,0.9141812148816832,5378.5655011854615,
,,0.1,后向,,16.191395399305556,0.017290579340694254,0.8124960303960207,-0.0014530905127915072,0.6751511311210556,0.7460663817349852,0.9078554981569285,5361.077054546281,
,,0.1,线性,,16.29867892795139,0.017167207254732395,0.8385173504263684,-0.0014348449980643402,0.7124860230313355,0.7698808797826989,0.8970683114300786,5137.77492330325,
,,0.2,均值,,26.316688368055555,0.023148084447300793,0.41245478068483815,-0.0014694345910626098,0.2702313330915616,0.6366125783781802,0.9361461928762334,6822.469445002496,
,,0.2,前项,,18.09223090277778,0.01835787605193341,0.7391846100235611,-0.001450879482862438,0.47650934552265134,0.6779620110654515,0.9369018102783324,5514.589129657981,
,,0.2,后向,,18.266558159722223,0.018136841163654077,0.7785349497109679,-0.001492141357992626,0.494143212019571,0.6370204389397978,0.9201161557125865,5520.041862564011,
,,0.2,线性,,18.30763888888889,0.018134376891799912,0.8156881067996924,-0.0014787193257502285,0.6142512874244721,0.7150016866030068,0.9220265551497022,5021.711054001222,
,,0.3,均值,,21.07992892795139,0.02189095285299604,0.3460216801885524,-0.0007984665489016728,0.1515967008645086,0.5961451472535166,0.9490667747111473,7061.115341303694,
,,0.3,前项,,17.612127007378472,0.018659081402154193,0.7038593233659185,-0.0014860797257545948,0.3544734529484117,0.6852515554163878,0.9420531515844992,5696.472023603761,
,,0.3,后向,,16.434434678819443,0.017627052803668636,0.7339009650258428,-0.0014339967136325722,0.42389178734965727,0.7082441462881102,0.9395853536074606,5679.569807738877,
