基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,0.2,均值,8.883954614,1664.277431,0.532013542,0.443694507,-0.00363273,0.100294783,0.061103024,0.243730186,11677.44184
,,0.2,前项,2.432929076,721.5960938,0.355836429,0.611097079,-0.005309866,0.151026729,0.071395535,0.178439431,11564.41025
,,0.2,后向,2.319418116,827.7213542,0.374493425,0.549595148,-0.006373771,0.102889376,0.067669361,0.221739803,11539.60245
,,0.2,线性,2.155556438,780.6692708,0.365962688,0.566684897,-0.005959544,0.087121393,0.065793409,0.194483638,11545.95743
,,,kalman_struct,2.990179516,787.3914931,0.366552841,0.689782973,-0.005672522,0.082599612,0.054962358,0.228237615,11574.61818
,,,kalman_arima,2.977870166,1286.268056,0.392834678,0.489401677,-0.005657315,0.093612252,0.061367544,0.205368392,11503.5954
,,,gp_rbf,2.0012403,777.6666667,0.359905985,0.46370185,-0.005756628,0.136443376,0.067325834,0.175637592,11495.74266
,,,saits,2.469025642,878.2846354,0.367601636,0.458848193,-0.005770385,0.089789991,0.07873891,0.17296879,11498.65835
,,0.3,均值,14.504201561,1224.936458,0.52255302,0.417987266,-0.003835283,0.079432735,0.068901972,0.249893651,11721.97391
,,0.3,前项,3.255627336,687.1938368,0.352225656,0.559984808,-0.006347365,0.069714324,0.077770904,0.222977469,11475.67026
,,0.3,后向,3.731844679,722.6736979,0.355964363,0.550479266,-0.005965147,0.099459152,0.07278435,0.168834107,11446.84971
,,0.3,线性,3.070783706,661.4167101,0.345429379,0.535473124,-0.006219382,0.092502323,0.081466733,0.130850359,11379.99325
,,,kalman_struct,4.177084643,665.6818142,0.355346333,0.632032995,-0.00599164,0.076936595,0.068569451,0.172752216,11401.58217
,,,kalman_arima,4.21242319,1226.41224,0.393789505,0.48411799,-0.005637834,0.081035158,0.054958345,0.122353833,11354.53293
,,,gp_rbf,3.143052258,828.7432292,0.361454732,0.471895575,-0.006004188,0.091453366,0.074348707,0.132142869,11365.95707
,,,saits,3.877199134,1061.703125,0.36846537,0.462917843,-0.005777043,0.087437409,0.08312381,0.115249156,11385.98313
kairos50m,ETTh1,0,/,/,13.43649595,0.343264518,0.863249325,0.000229133,0.3364674,0.580914703,0.783187072,6727.974658
,,0.1,均值,4.900196663,16.45062789,0.396593744,0.844420287,0.000210178,0.238629377,0.510400141,0.803989509,6907.743605
,,0.1,前项,2.810659409,13.58481337,0.357080075,0.857193332,0.000233402,0.286625326,0.509698476,0.788452536,6674.272446
,,0.1,后向,2.638155995,13.29713252,0.337300286,0.860247923,0.000232952,0.294617185,0.510156287,0.787793727,6670.622899
,,0.1,线性,2.083049528,12.37189091,0.339022591,0.86246827,0.000233982,0.296122089,0.522387972,0.783468884,6638.650628
,,,kalman_struct,3.258270183,12.81230613,0.339185431,0.866017906,0.000209975,0.288237295,0.510296859,0.787825164,6644.448538
,,,kalman_arima,2.717904804,13.12860532,0.337689025,0.864314629,0.000227004,0.302619471,0.511993639,0.783862207,6644.253392
,,,gp_rbf,2.204918436,12.90010995,0.346957178,0.857377579,0.000244971,0.30017106,0.504989376,0.783938744,6666.54334
,,,saits,2.245016443,13.12442708,0.338961909,0.863691121,0.000246215,0.334954064,0.592705334,0.779573577,6668.439814
,,0.2,均值,10.515769656,13.30822627,0.32623249,0.801045435,4.88E-05,0.173351487,0.416761525,0.832578401,7080.982902
,,0.2,前项,5.187197582,12.8160735,0.327330519,0.860961997,0.000207776,0.238020273,0.410855158,0.80395456,6648.570861
,,0.2,后向,6.239617459,14.27500289,0.354249765,0.858476645,0.000309203,0.240200669,0.41086852,0.807412592,6644.231671
,,0.2,线性,4.367974774,14.19969473,0.341220012,0.872494803,0.000262193,0.261440582,0.428740927,0.794584906,6526.193862
,,,kalman_struct,6.478891905,13.15400174,0.329308966,0.881089039,0.000241881,0.253240794,0.400004354,0.806261848,6535.273951
,,,kalman_arima,6.351994077,11.85487269,0.307275139,0.863750364,0.000168908,0.247855343,0.427996431,0.818091278,6537.476487
,,,gp_rbf,4.448006308,12.65329572,0.332919072,0.846523701,0.000251225,0.243674009,0.418867365,0.800313502,6609.466531
,,,saits,4.325884708,13.87648727,0.348057561,0.86111452,0.000248915,0.318219514,0.627506686,0.788250123,6600.746727
,,0.3,均值,17.323567549,20.43655671,0.401410746,0.793992816,0.000223798,0.145747895,0.365636319,0.825142237,7169.845856
,,0.3,前项,8.761585732,14.89957755,0.356498472,0.867159985,0.00030017,0.228155451,0.379589879,0.810719756,6538.925125
,,0.3,后向,7.710496533,13.04082321,0.341826439,0.866003329,0.000237,0.22369466,0.377309955,0.805636162,6522.422143
,,0.3,线性,6.466086002,13.74982205,0.334781567,0.876870851,0.000261431,0.240068107,0.369372996,0.801482181,6365.186577
,,,kalman_struct,8.49346416,13.96416522,0.337134597,0.884207752,0.000217189,0.221364951,0.329618696,0.816318431,6379.507399
,,,kalman_arima,8.433255657,12.97705584,0.323047627,0.882072813,0.000259019,0.277007923,0.398858315,0.809223485,6357.43463
,,,gp_rbf,8.607075556,13.22510127,0.328193929,0.842236824,0.000288515,0.212727413,0.333042956,0.803569954,6522.912154
,,,saits,7.093522429,15.93117188,0.381621291,0.875531214,0.000308605,0.353139844,0.728696728,0.78676654,6491.777664
kairos50m,ETTh2,0,/,/,39.48563079,0.229250374,0.864571837,0.001625823,0.688998706,0.900714184,0.897574891,6938.158606
,,0.1,均值,3.130514594,45.52453125,0.229421258,0.821671521,0.001471845,0.57239416,0.806024191,0.895029113,7389.487483
,,0.1,前项,1.559467634,42.31785301,0.234208848,0.853144125,0.001578685,0.631402972,0.833156486,0.900410288,7022.776254
,,0.1,后向,1.467317277,39.07602431,0.226557013,0.861170533,0.001637118,0.639600291,0.839588157,0.900983466,6996.290335
,,0.1,线性,1.307821933,39.69447338,0.230258372,0.854833839,0.001599782,0.629733379,0.83161149,0.900497679,6906.071202
,,,kalman_struct,2.488598124,44.52678819,0.244181021,0.846084148,0.001566168,0.578759882,0.810800747,0.916957114,6922.176634
,,,kalman_arima,3.064818422,45.32374421,0.229021378,0.82532973,0.001459043,0.575461454,0.804088784,0.908194692,7090.636228
,,,gp_rbf,1.253561207,38.00563368,0.223647356,0.857725855,0.001633091,0.650292831,0.853009966,0.898218711,6975.648888
,,,saits,1.160775616,37.05782407,0.220283305,0.865646491,0.001639469,0.699381864,0.922297759,0.897473239,6939.957558
,,0.2,均值,7.02498215,41.62114583,0.220954347,0.799257115,0.001314212,0.457300289,0.757076072,0.888052492,7676.38939
,,0.2,前项,4.586483439,42.04783565,0.237178364,0.852169997,0.001703884,0.570173819,0.76921483,0.8937654,6996.009332
,,0.2,后向,4.218100913,37.60019097,0.224023385,0.850864704,0.001550259,0.570657873,0.790119355,0.89353151,7000.048852
,,0.2,线性,3.858895651,38.65822338,0.223185153,0.852165394,0.001619884,0.573006405,0.781395175,0.907467141,6775.372443
,,,kalman_struct,6.161706416,40.48521991,0.228144548,0.848290152,0.001627546,0.484708432,0.719663422,0.906447276,6827.123678
,,,kalman_arima,6.996918837,41.32685185,0.219774395,0.801720127,0.001349602,0.457915759,0.759408767,0.903937397,7227.106814
,,,gp_rbf,3.810002383,40.52541377,0.224995018,0.854213117,0.001525856,0.605587089,0.793257259,0.886177774,7031.723511
,,,saits,2.935632833,37.10755787,0.216942774,0.887408424,0.001564916,0.727732699,0.940991695,0.903137916,6836.163641
,,0.3,均值,10.027758964,41.38270544,0.22300685,0.748737534,0.000975074,0.316637631,0.561126495,0.875053741,7967.611074
,,0.3,前项,6.993615564,47.37934317,0.23731399,0.848125035,0.001671745,0.447505014,0.629179977,0.892144413,7238.050336
,,0.3,后向,6.950128873,48.0515162,0.245416575,0.840150027,0.001542939,0.439459906,0.64678685,0.885411381,7224.775889
,,0.3,线性,5.867376455,46.40927662,0.233295258,0.853587584,0.001580216,0.463486711,0.630046495,0.902752977,6759.125983
,,,kalman_struct,10.268794648,60.55553241,0.26005065,0.844744042,0.001402646,0.283497817,0.502016239,0.91219868,6845.121774
,,,kalman_arima,9.976606417,40.7251765,0.220760826,0.752586649,0.00092285,0.326402654,0.582042356,0.899111155,7364.959125
,,,gp_rbf,5.593978945,43.34161458,0.237212442,0.837369114,0.001672789,0.480216089,0.59389737,0.87704147,7247.148415
,,,saits,4.045131159,41.30860822,0.23635953,0.891646083,0.001647518,0.722950255,0.934199646,0.885154753,7002.006652
kairos50m,EWELD_Load_15T,0,/,/,4091.78179,0.507454936,0.289854923,-0.001702981,0.906356434,0.967692247,0.638260799,14288.24104
,,0.1,均值,10.281136857,4570.016049,0.546837377,0.208948274,-0.000625537,0.812713628,0.960344317,0.804914698,14350.01687
,,0.1,前项,11.242820899,5584.820988,0.542537895,0.188902334,-0.002744537,0.722650211,0.960827252,0.847100247,14439.8409
,,0.1,后向,11.402937214,4717.334568,0.545573298,0.14122358,0.001504106,0.712073115,0.961460674,0.879696012,14449.25376
,,0.1,线性,8.243117558,4758.403704,0.538962504,0.25656905,-0.000886739,0.850980722,0.969208747,0.790722245,14243.08658
,,,kalman_struct,9.554169297,4860.412346,0.588195633,0.250890936,-0.000527689,0.854520869,0.968148187,0.815161992,14250.56857
,,,kalman_arima,9.177945614,4798.135185,0.551879364,0.249893748,-0.001192673,0.849009514,0.968009465,0.786269904,14245.21391
,,,gp_rbf,10.35583512,4760.058025,0.544868739,0.219968973,0.000418169,0.805586265,0.958248272,0.803400049,14346.16359
,,,saits,7.2392742,4190.940123,0.522441778,0.322690426,-0.001084539,0.89834884,0.969106956,0.680054174,14220.18314
,,0.2,均值,18.38294824,5674.909877,0.586757288,0.160287011,-0.002439902,0.733908099,0.918418616,0.811351375,14409.72579
,,0.2,前项,19.415597214,7445.346914,0.609051932,0.136921688,-0.000580241,0.567720911,0.927395301,0.903362567,14556.62992
,,0.2,后向,20.897051692,6256.321605,0.588832142,0.171798501,-0.00371966,0.589952203,0.919502965,0.887897984,14544.97089
,,0.2,线性,14.74256138,5589.971605,0.56564329,0.237677078,-0.002810785,0.795365571,0.955089101,0.829243154,14212.75772
,,,kalman_struct,14.562183996,5267.704321,0.567420991,0.209294304,-0.002922244,0.803999447,0.964208319,0.833933009,14235.68586
,,,kalman_arima,15.886039495,5464.690741,0.571310443,0.224843799,-0.003500406,0.805101756,0.955427989,0.816011741,14214.38376
,,,gp_rbf,19.1369253,6023.334568,0.595664699,0.188383283,-0.002662587,0.711420522,0.913557301,0.828348639,14403.94203
,,,saits,11.866066456,4645.297531,0.523688937,0.337621709,-0.001981328,0.898509233,0.964915783,0.709210245,14167.75203
,,0.3,均值,28.393443108,5893.293827,0.629520831,0.211375984,-0.002092872,0.697400659,0.869916028,0.845500385,14408.43621
,,0.3,前项,31.369299571,10071.49753,0.702855657,0.181848996,-0.007596553,0.457709876,0.876643648,0.91050064,14605.53073
,,0.3,后向,32.586006271,8016.133333,0.647550505,0.159022816,-0.003404632,0.433224866,0.856360675,0.906872396,14586.92584
,,0.3,线性,24.038166444,6301.006173,0.622009284,0.278297805,-0.00502221,0.715147832,0.934216621,0.878441719,14129.30096
,,,kalman_struct,24.295489232,6560.922222,0.649901192,0.224366352,-0.002647324,0.761576401,0.945241181,0.875279302,14151.29379
,,,kalman_arima,25.53672123,5714.170988,0.62613312,0.277812244,-0.004441254,0.760105465,0.922440162,0.844672923,14130.6324
,,,gp_rbf,29.097875489,6447.912963,0.646679402,0.268813085,-0.003648538,0.662709104,0.856374157,0.84382836,14400.72295
,,,saits,19.049333387,4458.204012,0.547264598,0.28336532,-0.003323402,0.863417582,0.958245561,0.783101362,14087.97407
kairos50m,Finland_Traffic_15T,0,/,/,1112.458611,0.206208354,0.050101781,-0.003535312,0.832779307,0.953466134,0.809807503,13424.49344
,,0.1,均值,6.620169491,1500.246528,0.234801658,0.055934609,-0.004913881,0.755807638,0.942528761,0.852542381,13527.07888
,,0.1,前项,9.045182192,2219.155694,0.265931064,0.061359352,-0.005490042,0.657795904,0.926987623,0.889753833,13677.54302
,,0.1,后向,8.398400831,2150.894444,0.254012459,0.063070903,-0.003914963,0.697742453,0.94620115,0.879363388,13656.75722
,,0.1,线性,5.375844842,1572.075556,0.238322199,0.0776652,-0.004289724,0.792984925,0.945848982,0.847178911,13375.0333
,,,kalman_struct,5.319719809,1752.588472,0.261374778,0.062185024,-0.003547548,0.812040839,0.947168354,0.833763457,13377.76048
,,,kalman_arima,6.241896737,1462.155278,0.235199426,0.059347825,-0.004633967,0.769751546,0.945478777,0.854035743,13401.85721
,,,gp_rbf,6.673173988,1560.147778,0.241443796,0.059716608,-0.004216963,0.752112495,0.94033061,0.850788697,13520.7248
,,,saits,3.820387077,1339.126667,0.215465849,0.069113805,-0.00411972,0.820011622,0.952653434,0.837404265,13393.30021
,,0.2,均值,14.88346777,2517.730278,0.325176858,0.0748557,-0.004183404,0.702730928,0.901813775,0.865280261,13582.93271
,,0.2,前项,18.343095803,4564.591667,0.38847995,0.13145948,-0.002539243,0.572118896,0.880274457,0.900281014,13752.10314
,,0.2,后向,19.209897876,3769.149722,0.368125984,0.097948983,-0.008961474,0.566682936,0.895969302,0.910761033,13753.6982
,,0.2,线性,12.40480383,2525.345833,0.309656784,0.109884516,-0.00634307,0.720830368,0.933060284,0.876445888,13302.53793
,,,kalman_struct,11.59004972,2037.913333,0.277790095,0.079689435,-0.00604035,0.756430128,0.939356859,0.860369935,13301.87434
,,,kalman_arima,14.090709448,2346.640833,0.322599329,0.080806185,-0.004672179,0.722031732,0.914615517,0.878792907,13350.43392
,,,gp_rbf,14.829966378,2663.121111,0.334427761,0.086793854,-0.003845159,0.698750762,0.903156162,0.872757619,13571.07867
,,,saits,8.628706121,1388.326667,0.237216132,0.093069423,-0.005602145,0.801254377,0.949162674,0.836633059,13340.84678
,,0.3,均值,22.010652924,2865.798889,0.373490574,0.125095438,-0.001226069,0.633540498,0.861857776,0.88958052,13573.55665
,,0.3,前项,27.59408741,5645.527778,0.489944122,0.13306128,-0.001480906,0.441678178,0.839932461,0.925507145,13828.18978
,,0.3,后向,26.359017372,4408.208889,0.433665989,0.147440656,-0.004103534,0.458101642,0.864812529,0.925827911,13821.10447
,,0.3,线性,18.530224133,3007.702778,0.400667359,0.175419743,-0.00263148,0.674366394,0.919120577,0.915615,13182.18093
,,,kalman_struct,16.721000481,2645.086944,0.338428675,0.116012887,-0.00228114,0.747055978,0.930912934,0.887240669,13198.21524
,,,kalman_arima,20.816441774,2755.698333,0.37414425,0.134990821,-0.001403026,0.660855179,0.883412159,0.909372743,13242.82415
,,,gp_rbf,21.865682077,3158.143333,0.382407946,0.135411044,-0.002648558,0.605887572,0.861947186,0.900804743,13562.97612
,,,saits,13.636332703,1589.496667,0.248879856,0.110977378,-0.002738205,0.766163023,0.931415572,0.860730782,13275.26329
kairos50m,NE_China_Wind_H,0,/,/,0.643876648,0.825293731,0.927840767,-5.56E-05,0.169608909,0.66771936,0.953331293,1330.968938
,,0.1,均值,15.860865355,0.613326899,0.879987122,0.907912964,-1.51E-05,0.115918903,0.626120222,0.924757734,2241.382042
,,0.1,前项,6.891206503,0.621982956,0.792719182,0.917119347,-5.31E-05,0.127433499,0.588711997,0.931393942,2058.403824
,,0.1,后向,6.890795201,0.679520713,0.888263659,0.900975811,-6.63E-05,0.109501679,0.609041103,0.939022826,2059.833777
,,0.1,线性,4.847643241,0.702738953,0.883653598,0.932877385,-6.21E-05,0.149293839,0.587794552,0.952667085,1287.88279
,,,kalman_struct,5.8173659,0.715654246,0.891901953,0.934027215,-6.69E-05,0.148286538,0.601185076,0.953624276,1291.053536
,,,kalman_arima,15.306398273,0.624011061,0.882068117,0.908884556,-1.72E-05,0.113682116,0.60798698,0.949738166,1648.152049
,,,gp_rbf,6.856195956,0.599773746,0.801802151,0.925290217,-5.43E-05,0.140464557,0.605299252,0.942071211,1661.323105
,,,saits,6.932813287,0.607579507,0.798298058,0.928761585,-3.66E-05,0.197629654,0.712014095,0.935224102,1709.11214
,,0.2,均值,31.156837821,0.696475559,0.941654675,0.887237351,-3.68E-05,0.063730021,0.481707574,0.919922867,2473.728183
,,0.2,前项,12.3093701,0.730089315,0.887168307,0.918956672,-6.46E-05,0.099959859,0.511705857,0.938042667,1811.889668
,,0.2,后向,10.621527284,0.642682605,0.847787507,0.914598242,-3.90E-05,0.091020025,0.541136475,0.946532185,1930.214714
,,0.2,线性,8.564829588,0.667555279,0.858951572,0.930367672,-5.17E-05,0.123099211,0.567040341,0.961474385,1253.087218
,,,kalman_struct,10.972265929,0.691715071,0.876748783,0.931392653,-4.81E-05,0.102131568,0.532647871,0.961376016,1273.262953
,,,kalman_arima,30.802343965,0.683794869,0.942304865,0.883103119,-3.41E-05,0.056920233,0.486515524,0.941178279,1627.307647
,,,gp_rbf,12.01186794,0.656831063,0.857774931,0.916930901,-6.14E-05,0.099471234,0.473453903,0.943766544,1683.781522
,,,saits,11.734829873,0.667779965,0.8565653,0.925513528,-5.53E-05,0.187957889,0.697130089,0.945278295,1773.701593
,,0.3,均值,48.959226608,0.815966373,1.124306631,0.835846578,-2.71E-05,0.040639021,0.391239063,0.904441368,3006.753694
,,0.3,前项,21.064908803,0.790770806,0.939902842,0.910375756,-9.61E-05,0.095351683,0.44384385,0.910701863,2358.12149
,,0.3,后向,17.334219187,0.677864753,0.777135592,0.884415487,-8.91E-06,0.079637071,0.465989279,0.932674434,2481.422664
,,0.3,线性,13.384404391,0.728136698,0.917113866,0.933056143,-5.53E-05,0.127978174,0.420119451,0.958391392,1151.46797
,,,kalman_struct,16.142069757,0.748794725,0.915942646,0.932102228,-5.65E-05,0.102045669,0.442152138,0.958195541,1161.043956
,,,kalman_arima,48.585580826,0.811951277,1.08400593,0.835522574,-3.14E-05,0.044651241,0.378889582,0.942859311,1910.109299
,,,gp_rbf,17.616840899,0.713360596,0.872760372,0.907603397,-4.07E-05,0.099273724,0.396212109,0.932325838,2072.40726
,,,saits,17.512830496,0.656245846,0.814371894,0.920756327,-3.62E-05,0.192293568,0.743909412,0.918875083,2075.973399
kairos50m,OpenElectricity_NEM_5T,0,/,/,138751.3244,0.047595473,0.360338279,0.00794011,0.933894978,0.974962307,0.920746935,15465.08142
,,0.1,均值,1.50578288,157661.76,0.049661392,0.195731534,0.017089814,0.829020983,0.959284462,0.942694987,16304.07472
,,0.1,前项,1.157961615,155358.8444,0.049570931,0.191660591,0.004393191,0.821373129,0.966477806,0.947126485,16211.45829
,,0.1,后向,1.024420263,161598.3644,0.049692084,0.274656109,0.011358316,0.885285791,0.95907566,0.921908155,16210.41752
,,0.1,线性,0.405208193,140510.8444,0.047195562,0.331496768,0.00124023,0.922833934,0.970996292,0.920230339,15376.21289
,,,kalman_struct,0.232512972,134762.8089,0.046220091,0.337329809,0.001029597,0.927455126,0.972747058,0.925299777,15388.69487
,,,kalman_arima,1.43524458,150214.4178,0.048677163,0.200044461,0.016740134,0.835919912,0.96063739,0.948998658,15706.9214
,,,gp_rbf,0.891514944,133922.6489,0.045588554,0.266181421,0.007281041,0.882838779,0.968318661,0.927851424,15945.54408
,,,saits,0.77984226,138748,0.047340751,0.276355385,0.006795564,0.899547244,0.969286954,0.934033078,15532.23578
,,0.2,均值,2.775171649,203800.3733,0.055965179,0.145001643,0.024299395,0.68898631,0.919045104,0.944216117,16763.80912
,,0.2,前项,2.226182845,196658.9867,0.056717259,0.20392512,0.026737231,0.776297693,0.937875876,0.929386752,16551.91807
,,0.2,后向,1.913985079,200728.8178,0.05456013,0.192286842,0.014752286,0.799594486,0.950014241,0.945260729,16590.86108
,,0.2,线性,0.784759371,144477.0489,0.049438646,0.321458194,0.022969747,0.902529001,0.96923148,0.938795144,15282.96128
,,,kalman_struct,0.46855791,139028.2311,0.048296492,0.336340768,0.025075076,0.923132362,0.972074529,0.93861114,15277.23598
,,,kalman_arima,2.656129399,202307.5556,0.055428813,0.151882503,0.026328539,0.703335879,0.922860726,0.945079975,15885.32958
,,,gp_rbf,2.399607202,193999.3956,0.055252419,0.169221025,0.030615097,0.72750702,0.931188146,0.93918576,16563.32883
,,,saits,1.429354787,155587.7156,0.050614973,0.242087154,0.018755166,0.848656674,0.961642212,0.94181299,15704.31966
,,0.3,均值,4.346548808,325756.0178,0.069242824,0.096453924,0.042433367,0.603507536,0.830199662,0.933115348,17071.65316
,,0.3,前项,2.878416717,252433.1733,0.063583499,0.156298378,0.019145126,0.757884724,0.915755918,0.928337086,16819.05065
,,0.3,后向,3.000512379,262324.7289,0.061374094,0.145264461,-0.0039744,0.741083273,0.925469751,0.946810922,16828.15876
,,0.3,线性,1.223031053,139813.0844,0.047843386,0.303083638,0.001535013,0.902074522,0.964416653,0.941070023,15146.2776
,,,kalman_struct,0.717329334,139816.7289,0.048003036,0.319550657,0.007141171,0.922028823,0.971901299,0.941260543,15153.50307
,,,kalman_arima,4.166973388,324913.4933,0.068903409,0.099916588,0.038048059,0.620532314,0.844773013,0.946736334,15961.87976
,,,gp_rbf,3.915051711,275761.8844,0.064689438,0.141250352,0.013519532,0.632852092,0.842278574,0.929107372,16874.82969
,,,saits,2.357746369,190487.0933,0.055001549,0.210479977,0.025993453,0.835702192,0.935980981,0.940960231,15778.09233
kairos50m,Port_Activity_D,0,/,/,34751759.55,1.585650374,0.012262213,-0.193041355,0.081056974,0.030605012,-0.046787789,14510.80203
,,0.1,均值,14.996660233,34480297.91,1.567712917,0.008602866,-0.009687007,0.093719894,0.03186632,-0.036724072,14450.12274
,,0.1,前项,15.22864755,34707459.03,1.58269636,0.10629629,0.34467825,0.09481561,0.033349778,-0.027995374,14495.31249
,,0.1,后向,13.332461675,35463923.48,1.635501537,0.029073501,-0.40462401,0.09203461,0.028633267,-0.036130181,14453.34264
,,0.1,线性,15.666702271,34847669.67,1.593007774,0.046237095,-0.065618994,0.092788757,0.027655583,-0.034243338,14479.04242
,,,kalman_struct,19.460623423,35173990.4,1.613762788,0.108462096,-0.022031975,0.093087921,0.031219207,-0.034581985,14494.42796
,,,kalman_arima,14.991570791,34479694.13,1.567661194,0.008701894,-0.011161873,0.093790825,0.032040788,-0.036832127,14449.97687
,,,gp_rbf,16.15314134,35281882.07,1.623892493,0.027354166,-0.16527893,0.09355471,0.032326265,-0.037696501,14453.62328
,,,saits,15.876180013,34354723.65,1.56000412,0.014942903,-0.208622846,0.093099066,0.028549425,-0.03707469,14448.37479
,,0.2,均值,20.600628535,31025009.4,1.401448885,0.003645658,0.110283435,0.108694095,0.075738097,-0.031707016,14438.5536
,,0.2,前项,20.974939982,30607623.96,1.404569836,0.293857387,0.408859966,0.100191312,0.03628463,-0.013818729,14507.57274
,,0.2,后向,16.383092244,34469605.83,1.610874784,0.334653027,1.061777034,0.102912272,0.046371119,-0.016206832,14513.20002
,,0.2,线性,22.186683655,32267380.81,1.481599963,0.304617062,0.750401261,0.102372082,0.045769271,-0.013149422,14513.37459
,,,kalman_struct,24.767729441,32867824.07,1.523686639,0.600778556,1.000057002,0.105737146,0.057189398,-0.015021779,14539.18199
,,,kalman_arima,20.567937215,31041020.21,1.401118339,0.005135404,0.088414163,0.108645935,0.069574482,-0.030720876,14440.57852
,,,gp_rbf,22.199988047,34157114.41,1.56549247,0.037526902,0.460252408,0.108818389,0.06523047,-0.035771012,14444.13776
,,,saits,24.449180603,35307374.36,1.61537933,0.043173469,0.12523951,0.114531,0.069669207,-0.032026358,14450.14111
,,0.3,均值,27.790870667,31408813.7,1.435049457,0,-0.501600949,0.105402934,0.041484,-0.0166441,14311.11622
,,0.3,前项,27.533861796,35485765.78,1.635225797,0.064734721,0.100023898,0.098160505,0.031646776,0.000624651,14351.94042
,,0.3,后向,27.870040894,35531522.65,1.675973042,0.118807077,-0.152523812,0.100118648,0.041676928,-0.018148756,14328.68774
,,0.3,线性,30.086795807,35106706.77,1.616301856,0.053600128,0.01668059,0.100854747,0.033265329,-0.006682895,14336.22966
,,,kalman_struct,38.396432241,63502678.85,1.781098346,0.221927675,0.141713685,0.103831782,0.041686748,-0.011851178,14366.09393
,,,kalman_arima,27.835147858,31506999.37,1.435875963,0,-0.453911892,0.10337937,0.034467651,-0.015812753,14311.92383
,,,gp_rbf,28.791439056,31516043.95,1.451158921,0.057671433,-0.067841552,0.100407128,0.037659485,-0.020017828,14316.83844
,,,saits,36.606694539,35814829.32,1.650416895,0.051525057,0.198341708,0.102192657,0.038496897,-0.003669353,14342.11921
kairos50m,Supply_Chain_Customer_D,0,/,/,2889117763,0.623129735,0.431510108,11.93939278,0.727986548,0.909814323,0.094403399,14628.17348
,,0.1,均值,2.399383545,2808000894,0.628986705,0.426051398,12.42142167,0.72239341,0.797822514,0.124834542,14602.55242
,,0.1,前项,2.325096766,2824391302,0.600027712,0.470780173,7.329185946,0.725574417,0.796474334,0.131708615,14598.96469
,,0.1,后向,2.711104711,3053914297,0.624328675,0.512570595,4.33966028,0.723253573,0.803161993,0.123397637,14626.99154
,,0.1,线性,2.537936529,2924255933,0.614024108,0.477630232,5.383976796,0.72508337,0.80758828,0.129331865,14610.40643
,,,kalman_struct,2.613193512,3061636088,0.628947215,0.56557383,1.44363187,0.72661723,0.800648805,0.124726331,14626.70406
,,,kalman_arima,2.339903514,2811362745,0.628337187,0.42560775,12.09546154,0.724053823,0.780851003,0.124167604,14600.55656
,,,gp_rbf,2.510349433,2582119565,0.574226086,0.474522458,10.23041486,0.727527179,0.792718446,0.118053525,14594.72852
,,,saits,2.460871061,2802795880,0.618884687,0.423557562,10.0472517,0.724821466,0.823240245,0.127162326,14604.04184
,,0.2,均值,6.986860911,2445075342,0.590960506,0.431808795,8.617579634,0.700468071,0.715179363,0.128497227,14625.9911
,,0.2,前项,7.149454117,2782521468,0.583134807,0.473625328,-1.303477863,0.694347981,0.700582113,0.14113017,14629.62483
,,0.2,后向,11.154636701,3023084609,0.639592626,0.650840959,27.87353311,0.696132967,0.728195285,0.143984105,14673.31557
,,0.2,线性,7.211424351,3258712452,0.643981265,0.516464761,13.17520591,0.699149039,0.705976836,0.134078953,14641.50745
,,,kalman_struct,9.993469874,3038506249,0.626437621,0.650582113,15.9429286,0.700906568,0.698861387,0.121875238,14654.01101
,,,kalman_arima,6.839555422,2454821274,0.58917285,0.433420149,9.519200788,0.704319924,0.706951819,0.127675375,14617.15778
,,,gp_rbf,6.658725103,2662014648,0.605296314,0.511179429,19.61534433,0.704724535,0.748064456,0.110145764,14612.88662
,,,saits,6.212568442,2680186665,0.589935088,0.422341058,7.094064748,0.696446405,0.680369841,0.146214588,14621.76466
,,0.3,均值,13.918804169,2323034688,0.578199413,0.33672259,8.420652325,0.668684577,0.614482695,0.166182139,14551.42659
,,0.3,前项,16.9868927,2763111550,0.60373202,0.60525503,26.19585033,0.634517137,0.659787937,0.260197087,14599.6355
,,0.3,后向,15.958071391,2605212704,0.60141525,0.64084921,8.916927032,0.643529952,0.637695184,0.197298751,14626.08174
,,0.3,线性,14.742713292,2560437149,0.577990646,0.502529833,19.12233892,0.630518667,0.601958033,0.244339427,14599.72324
,,,kalman_struct,18.035325368,2384562021,0.557862728,0.639042864,24.07827012,0.646876486,0.613192413,0.224308027,14618.27655
,,,kalman_arima,13.799615224,2298091784,0.575877334,0.339513624,9.504865728,0.673248142,0.6551425,0.19178813,14544.06106
,,,gp_rbf,13.471246719,2588185966,0.585211845,0.473747362,13.57399222,0.668631059,0.647971577,0.160229739,14533.24547
,,,saits,13.894016902,2655097930,0.596291227,0.352664449,11.17630915,0.669855989,0.701395512,0.171227889,14538.16407
kairos50m,Supply_Chain_Location_D,0,/,/,609873646.9,0.635709929,0.330535892,5.191970353,0.628741906,0.811415006,0.009072432,13936.21437
