基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,0.3,前项,3.767301822,179508.9422,0.090927071,0.686647233,0.006637224,0.51406784,0.73262244,0.810536413,17072.65649
,,0.3,后向,4.003418642,156813.3156,0.087748844,0.70204622,0.008065127,0.508995085,0.70921697,0.83049334,17095.00062
,,0.3,线性,3.356309402,158032.2133,0.085494188,0.695812471,0.007807268,0.527181344,0.71797986,0.83181417,16924.59724
,,,kalman_struct,6.239827132,271488.7822,0.112118011,0.792678952,0.018628623,0.383823252,0.59044442,0.846270642,16996.87493
,,,kalman_arima,3.523558271,156006.1156,0.086684033,0.595352063,-0.000762316,0.547190876,0.760780539,0.817315549,16954.49286
,,,gp_rbf,3.30645774,156918.7378,0.084408827,0.562244679,0.002564456,0.526356127,0.709502794,0.811256261,17093.37481
,,,saits,2.351418704,97118.09778,0.064482303,0.661197789,-0.00230819,0.695007054,0.911558618,0.789316972,16899.58515
timesfm2p0,exchange_rate,0,/,/,0.006795304,0.097000344,0.994815349,3.71E-05,0.02898319,0.016100879,0.555119191,-3344.295354
,,0.1,均值,1.057250635,0.00567018,0.085780576,0.988806869,3.43E-05,0.003567404,0.014934713,0.552946004,-2738.331763
,,0.1,前项,0.327157438,0.006238737,0.089526661,0.993550529,3.69E-05,0.009054097,0.012564607,0.571379006,-3296.01563
,,0.1,后向,0.317977752,0.006399302,0.090810005,0.994288544,3.72E-05,0.013194935,0.013048577,0.566041168,-3289.887923
,,0.1,线性,0.188898501,0.006294105,0.09119626,0.994302123,3.71E-05,0.008297841,0.014390751,0.579592932,-3410.635393
,,,kalman_struct,0.264536153,0.005863917,0.088868934,0.994191279,3.71E-05,0.007420567,0.014323766,0.583412184,-3408.040331
,,,kalman_arima,0.204539998,0.005610853,0.086742248,0.994271616,3.69E-05,0.008602875,0.013986272,0.58075669,-3410.318666
,,,gp_rbf,0.205511173,0.006690365,0.093908989,0.994359626,3.69E-05,0.007958254,0.011030248,0.580531825,-3388.061469
,,,saits,0.247164138,0.006224599,0.092093164,0.994131542,3.69E-05,0.014986463,0.0116872,0.571313337,-3320.12674
,,0.2,均值,3.570821914,0.007321335,0.103591545,0.972282729,2.41E-05,0.035029741,0.011412192,0.602858248,-2054.005191
,,0.2,前项,0.606825258,0.006033018,0.092214039,0.993940758,3.67E-05,0,0.014453805,0.592333907,-3346.860869
,,0.2,后向,0.485211252,0.006152488,0.092551752,0.993288758,3.75E-05,0,0.010762606,0.571973804,-3287.700507
,,0.2,线性,0.331707414,0.006509159,0.095977049,0.994109604,3.71E-05,0,0.01459561,0.596314217,-3491.07817
,,,kalman_struct,0.387599235,0.007182035,0.099025443,0.994355368,3.72E-05,0,0.013207501,0.599622234,-3487.932426
,,,kalman_arima,0.46197967,0.00606461,0.090141927,0.994014864,3.58E-05,0,0.011393002,0.601846556,-3488.754483
,,,gp_rbf,0.485489806,0.006417456,0.095320395,0.993913957,3.70E-05,0,0.010335064,0.591644672,-3440.267851
,,,saits,0.627201974,0.006456681,0.094857431,0.99382121,3.54E-05,0.00976155,0.015005034,0.551445121,-3297.838668
,,0.3,均值,4.593758865,0.008491393,0.113016908,0.952150873,2.35E-05,0.070911127,0.012178515,0.682611795,-1745.473852
,,0.3,前项,0.631863311,0.006682276,0.097098366,0.993909494,3.69E-05,0,0.013602747,0.607242851,-3408.585934
,,0.3,后向,0.66867516,0.007697261,0.103289475,0.99246801,3.64E-05,0,0.014437021,0.646595946,-3403.59398
,,0.3,线性,0.384758127,0.007543335,0.103776262,0.995041895,3.68E-05,0,0.010508936,0.597344508,-3640.106484
,,,kalman_struct,0.550619448,0.007106554,0.105373904,0.995293135,3.67E-05,0,0.015201229,0.592084213,-3625.259917
,,,kalman_arima,0.59613609,0.006718577,0.096983529,0.994861277,3.57E-05,0,0.017422541,0.593846866,-3656.401407
,,,gp_rbf,0.491390052,0.005787702,0.090093329,0.994200969,3.70E-05,0,0.017408795,0.613335511,-3559.573479
,,,saits,0.725078436,0.006906556,0.100444135,0.993340465,3.64E-05,0.026906812,0.017373898,0.611247421,-3232.779063
timesfm2p0,traffic,0,/,/,1.94E-05,0.099602902,0.32900765,5.97E-07,0.931349987,0.976928046,0.663184227,-4229.644358
,,0.1,均值,5.433423615,3.65E-05,0.142294832,0.176325018,5.04E-07,0.845498591,0.949140151,0.742432376,-4102.740409
,,0.1,前项,6.56044933,0.000135128,0.20346482,0.305121316,5.70E-07,0.811030486,0.936263566,0.778006527,-4134.568015
,,0.1,后向,7.097572406,0.000222638,0.228124061,0.326067616,3.74E-07,0.793971899,0.946009196,0.800007976,-4115.759515
,,0.1,线性,6.719875145,3.11E-05,0.141844546,0.297569764,5.10E-07,0.80192121,0.937319292,0.79256708,-4158.094095
,,,kalman_struct,10.183957545,4.39E-05,0.190185005,0.512971434,3.63E-07,0.675198017,0.933390315,0.842040721,-4085.882991
,,,kalman_arima,5.351236153,2.73E-05,0.12354199,0.181144596,5.26E-07,0.845506188,0.951609802,0.744307134,-4176.478774
,,,gp_rbf,5.664881643,2.73E-05,0.130509592,0.225604971,4.90E-07,0.834129597,0.94431084,0.753590687,-4127.579354
,,,saits,1.942359233,2.44E-05,0.111625974,0.34226053,5.71E-07,0.935855886,0.976721032,0.63853678,-4270.534701
,,0.2,均值,11.965124087,0.00024587,0.264890514,0.106366513,6.20E-07,0.772275676,0.882856639,0.782012326,-4015.010277
,,0.2,前项,14.648601898,0.000155474,0.273807186,0.348467,1.02E-06,0.691656597,0.8695361,0.8254005,-4068.827392
,,0.2,后向,15.072134535,0.000119117,0.248021698,0.340171629,1.26E-06,0.690591935,0.867772384,0.815354915,-4060.678626
,,0.2,线性,14.824601825,4.59E-05,0.193968018,0.337030855,1.11E-06,0.695664835,0.852385441,0.831057169,-4125.062482
,,,kalman_struct,24.830502033,5.75E-05,0.241850182,0.602790012,1.54E-06,0.492843096,0.806517547,0.859982048,-3998.968643
,,,kalman_arima,11.778563635,4.60E-05,0.173338167,0.106102668,7.17E-07,0.772104521,0.890282342,0.792752353,-4127.755441
,,,gp_rbf,12.234402259,3.97E-05,0.170504155,0.170419214,7.73E-07,0.766162764,0.874194394,0.780713958,-4038.533353
,,,saits,4.145600599,2.93E-05,0.123411999,0.331290203,4.66E-07,0.939686475,0.979648052,0.661322392,-4257.271444
,,0.3,均值,17.489270973,0.000129849,0.325985081,0.064380434,2.54E-07,0.679181527,0.819493803,0.797321991,-4079.750677
,,0.3,前项,21.9171676,0.0001882,0.364018048,0.40427848,1.32E-06,0.561288928,0.843032374,0.85726473,-4176.278873
,,0.3,后向,20.071818415,0.000188802,0.384636065,0.383480844,8.73E-07,0.58638648,0.837203839,0.842608833,-4175.06011
,,0.3,线性,20.614644114,9.58E-05,0.304992343,0.370577533,1.05E-06,0.573052968,0.815034596,0.859863815,-4281.992479
,,,kalman_struct,32.803927676,0.000277643,0.45147307,0.663589052,1.74E-06,0.347354372,0.728504014,0.885015716,-4093.076734
,,,kalman_arima,17.14702371,6.55E-05,0.260198396,0.060390126,3.81E-07,0.679692198,0.842914448,0.823053835,-4300.26955
,,,gp_rbf,17.245219231,7.49E-05,0.27366961,0.136651116,8.46E-07,0.663123998,0.829571569,0.821717424,-4111.806206
,,,saits,5.692708921,3.31E-05,0.140299928,0.355171307,5.68E-07,0.950217434,0.984049002,0.687308574,-4456.416569
timesfm2p0,weather,0,/,/,179.5773958,0.020737423,0.520569491,0.000744661,0.461875394,0.823723566,0.924231889,8906.285669
,,0.1,均值,0.481431977,212.5258854,0.023527057,0.404501095,0.000525268,0.385089939,0.734633198,0.930069623,9195.758803
,,0.1,前项,0.22711282,230.7487847,0.024199786,0.528480429,0.000597483,0.424775506,0.824809018,0.928441633,8951.34746
,,0.1,后向,0.19966768,204.4205208,0.02288409,0.506365389,0.000720188,0.430070681,0.775738733,0.921657659,8948.631465
,,0.1,线性,0.129610102,208.2660069,0.022737892,0.52139622,0.000735635,0.434275063,0.821924574,0.925621249,8791.447681
,,,kalman_struct,0.123552208,185.1459028,0.021773373,0.520189271,0.00080204,0.44630835,0.809043387,0.926052581,8791.365703
,,,kalman_arima,0.245831813,256.0340278,0.025801474,0.496567411,0.000606211,0.440180291,0.781219543,0.928594564,8806.742666
,,,gp_rbf,0.259693138,217.7903993,0.024122498,0.494760655,0.00046212,0.431662247,0.761959843,0.913689554,8962.348717
,,,saits,0.233699507,209.5873958,0.022984471,0.511191993,0.00067454,0.438100563,0.787491714,0.92502482,8930.000956
,,0.2,均值,0.775410063,279.6051736,0.026867536,0.374512784,0.000793457,0.312642889,0.653649501,0.929820921,9325.803521
,,0.2,前项,0.382967478,222.487691,0.024814257,0.501162461,0.000903049,0.347104538,0.747977395,0.931258038,9031.800402
,,0.2,后向,0.371971321,251.9561111,0.026641271,0.509907253,0.000436098,0.367319144,0.710848612,0.933358463,9022.199115
,,0.2,线性,0.222053055,171.3178125,0.022030227,0.541053684,0.000567898,0.41297331,0.767352595,0.931224411,8728.948648
,,,kalman_struct,0.204178402,192.068125,0.0234174,0.522601903,0.000818881,0.452771261,0.812812294,0.938512246,8732.434645
,,,kalman_arima,0.413608065,269.6398264,0.027054523,0.474218255,0.00072543,0.380766905,0.71957391,0.925738055,8738.1184
,,,gp_rbf,0.421035926,217.2212326,0.024393778,0.476992108,0.000354423,0.349304565,0.675370531,0.925246387,8980.893018
,,,saits,0.484815722,229.2967014,0.024844027,0.473398017,0.000636005,0.351049727,0.722111309,0.930751556,8979.888042
,,0.3,均值,1.141649441,307.4192361,0.028583905,0.273457259,0.00092147,0.325319274,0.542384107,0.924211788,9507.097214
,,0.3,前项,0.465000606,309.5930208,0.028626633,0.502551157,0.000278804,0.334957281,0.71039783,0.949239376,9018.548406
,,0.3,后向,0.523661909,237.7109028,0.025118077,0.526036978,0.000836341,0.399108354,0.759801247,0.935009085,9017.631637
,,0.3,线性,0.297373655,243.4649132,0.026559414,0.561274043,0.00046579,0.435096108,0.755906918,0.934088115,8586.524229
,,,kalman_struct,0.283039601,223.1496528,0.024998366,0.513925105,0.000642637,0.430851297,0.787362408,0.943586725,8594.178196
,,,kalman_arima,0.473055943,260.150625,0.027438726,0.499795107,0.000704062,0.442923342,0.672983474,0.934161407,8594.151433
,,,gp_rbf,0.669045944,243.8727778,0.025992491,0.459699806,0.000590161,0.390051695,0.621938476,0.922224278,9091.487113
,,,saits,0.706775703,250.6358507,0.025676306,0.499026906,0.000553501,0.401218273,0.635613081,0.922085341,9025.326309
visiontspp,Australia_Solar_H,0,/,/,385067231623.39557,1.492911415,0.441095467,28.32311464,0.852192444,0.91865752,0.921416532,60179.20799
,,0.1,均值,11.236864424,362470521350.82666,1.437577682,0.359931506,26.25746087,0.793277953,0.882386295,0.892212948,61219.66008
,,0.1,前项,13.11979804,371743959722.6667,1.462880158,0.417188766,27.7336236,0.750216369,0.878174068,0.910389659,61088.21795
,,0.1,后向,12.504567933,373912918207.14667,1.453858683,0.449963202,27.87363882,0.751744582,0.881814472,0.900766276,61136.83096
,,0.1,线性,12.955316734,367335541163.80444,1.458376481,0.423145926,27.46127845,0.75810474,0.877991477,0.914341337,61009.61341
,,,kalman_struct,15.659071541,375019095982.08,1.474439667,0.572732097,28.75354579,0.658953403,0.845041578,0.920976361,61100.59133
,,,kalman_arima,10.982812643,363992513103.6445,1.442717624,0.369474923,26.50785718,0.795984513,0.888257019,0.902133673,61005.71833
,,,gp_rbf,11.574516869,360465532190.72,1.444800221,0.391156249,26.67450021,0.785018294,0.883196657,0.899701785,61086.54934
,,,saits,9.901465869,386680230452.33777,1.508516541,0.426914021,26.35593402,0.830064921,0.914213373,0.901389024,60512.55211
,,0.2,均值,23.497406435,356040485546.6667,1.413849332,0.223542645,24.96471401,0.700459647,0.836840502,0.889588261,61594.57386
,,0.2,前项,23.840614343,371668313119.8578,1.467875482,0.347346105,29.02390878,0.636336174,0.851904529,0.914273771,61445.92338
,,0.2,后向,23.97406199,358944957180.5867,1.43812924,0.372522321,28.85241417,0.6338155,0.860900957,0.914071843,61412.7859
,,0.2,线性,24.638852406,362496805655.8933,1.447918267,0.344965048,29.79696881,0.636443343,0.852898173,0.918575527,61325.49003
,,,kalman_struct,29.352158546,436657096257.9911,1.544391091,0.593506619,29.77378329,0.485159109,0.813881725,0.927357378,61460.01887
,,,kalman_arima,23.051392341,356229173302.61334,1.413033695,0.246007244,26.42245906,0.712786907,0.868753546,0.899310743,61314.91139
,,,gp_rbf,23.374214554,360055832576.0,1.42847304,0.272999932,30.91601436,0.697592545,0.852069915,0.89642101,61512.65706
,,,saits,21.668929148,398827978752.0,1.539463106,0.411191331,25.59214836,0.815504158,0.917841274,0.894461428,60561.15332
,,0.3,均值,35.229140902,364231868051.91113,1.431324495,0.149376513,16.41361217,0.620273431,0.783714239,0.884695187,61932.25337
,,0.3,前项,34.987878847,385007616582.54224,1.485655589,0.383682056,23.94456936,0.5358527,0.765447875,0.906245245,61791.19378
,,0.3,后向,36.177820206,384199514011.87555,1.489583115,0.371777344,18.32360971,0.518689973,0.758169629,0.907413917,61747.91928
,,0.3,线性,36.916591072,381392648492.37335,1.487923412,0.353387413,21.28712452,0.528784288,0.714995972,0.916534614,61571.21613
,,,kalman_struct,43.852676868,418448671885.0845,1.499526447,0.63574756,23.76043392,0.376450106,0.642504938,0.911035979,61738.65611
,,,kalman_arima,34.57681036,367463159853.5111,1.449964767,0.158655365,16.78057887,0.633846663,0.792719976,0.896820839,61539.65031
,,,gp_rbf,34.925169182,366616022293.6178,1.429620935,0.222948399,25.05598711,0.613065556,0.772483028,0.88651902,61857.30067
,,,saits,31.168331242,401560129736.2489,1.560394744,0.347266562,18.68305703,0.778732042,0.920095576,0.88858598,60763.25942
visiontspp,Coastal_T_S_15T,0,/,/,0.009385771,0.002168318,0.327629277,-1.45E-06,0.108993929,0.113710031,0.098707934,3854.940236
,,0.1,均值,0.017390705,0.007895469,0.001998639,0.324656034,-1.25E-06,0.148568622,0.110331698,0.125785344,3625.79272
,,0.1,前项,0.017299726,0.009219973,0.002157446,0.371807445,-1.23E-06,0.12819343,0.116445992,0.177645271,3665.733973
,,0.1,后向,0.015437795,0.009125576,0.002151456,0.334743156,-1.67E-06,0.103087936,0.105378106,0.168405535,3651.657603
,,0.1,线性,0.014045469,0.00947023,0.002185014,0.362258881,-1.41E-06,0.140622958,0.107651725,0.1337881,3635.891339
,,,kalman_struct,0.018598755,0.009477745,0.00219248,0.361666242,-1.29E-06,0.13109459,0.107404376,0.180167913,3674.051572
,,,kalman_arima,0.016386544,0.008146138,0.002029535,0.335583362,-1.22E-06,0.151461616,0.105874861,0.117675192,3613.722747
,,,gp_rbf,0.014946921,0.008811464,0.002108503,0.355486058,-1.23E-06,0.138785317,0.110650185,0.117380825,3602.801408
,,,saits,0.014512839,0.008667739,0.002099141,0.359577483,-1.19E-06,0.143080653,0.11007767,0.104486188,3599.201016
,,0.2,均值,0.029736004,0.007900417,0.002011932,0.328662139,-6.77E-07,0.140673831,0.105891521,0.153219353,3413.492684
,,0.2,前项,0.031367271,0.009973522,0.00221562,0.351065791,-7.90E-07,0.091308344,0.120777184,0.230202031,3474.091671
,,0.2,后向,0.030479729,0.009295738,0.002114166,0.363496109,5.48E-08,0.08932084,0.118593475,0.256956706,3473.645426
,,0.2,线性,0.028029394,0.009156384,0.002104626,0.357646879,-2.49E-07,0.108893006,0.116492684,0.216137274,3463.274028
,,,kalman_struct,0.036481313,0.01057837,0.002266627,0.349770264,-6.29E-07,0.099671576,0.112267201,0.348286856,3507.181836
,,,kalman_arima,0.028435809,0.008055721,0.002036007,0.344324377,-6.46E-07,0.146114991,0.108796744,0.145438312,3407.634004
,,,gp_rbf,0.027220745,0.008568274,0.002062966,0.359672963,-9.18E-07,0.129017268,0.105798296,0.158633693,3399.215356
,,,saits,0.027363601,0.008165816,0.002031978,0.370847896,-1.11E-06,0.144951178,0.111873699,0.122688881,3383.413407
,,0.3,均值,0.046376189,0.006182723,0.001777276,0.240123151,-6.82E-07,0.131815511,0.11721327,0.204984675,3248.669013
,,0.3,前项,0.041077616,0.008463455,0.002066565,0.411862714,-7.75E-07,0.100541437,0.139839274,0.245779701,3302.243025
,,0.3,后向,0.044203514,0.008117531,0.002015256,0.378112445,-6.23E-07,0.045272835,0.121963732,0.284572691,3300.231112
,,0.3,线性,0.03873807,0.007595248,0.001991936,0.393186084,-8.72E-07,0.086537496,0.13480418,0.232451123,3278.240515
,,,kalman_struct,0.056601634,0.007114449,0.001956635,0.338450511,-1.20E-06,0.075997425,0.126478386,0.462883492,3342.141615
,,,kalman_arima,0.042096413,0.007273987,0.001917611,0.294765587,-8.40E-07,0.145433332,0.118759611,0.181367758,3216.717967
,,,gp_rbf,0.039243061,0.009822077,0.002224669,0.395308959,-1.25E-06,0.128301271,0.11556914,0.150969972,3184.130543
,,,saits,0.038849125,0.010506702,0.002265127,0.406050876,-1.30E-06,0.130779714,0.135570711,0.139675633,3180.751181
visiontspp,Coastal_T_S_20T,0,/,/,3.332838852,0.082570738,0.998563637,0.000948904,0.594261164,0.523717098,0.91802568,4793.913102
,,0.1,均值,0.549662229,2.714263432,0.073549255,0.792574711,0.00093113,0.007234143,0.412647333,0.965599345,6559.072694
,,0.1,前项,0.054207428,3.377322436,0.083102549,0.998149185,0.000949147,0.493205343,0.465159706,0.922863481,4791.098917
,,0.1,后向,0.057408062,3.563658699,0.085072543,0.997321475,0.00094818,0.401343164,0.494280191,0.932570434,4818.339504
,,0.1,线性,0.033735211,3.414406622,0.083720654,0.998309065,0.000948814,0.502442792,0.520141686,0.929489282,4797.728952
,,,kalman_struct,0.042611347,3.460439918,0.084201474,0.998198474,0.000949014,0.506312503,0.520360941,0.93457796,4804.465227
,,,kalman_arima,0.551464671,2.824261571,0.074761798,0.801026793,0.000930758,0.014496071,0.388063385,0.977395714,5611.248839
,,,gp_rbf,0.036658586,3.530464487,0.084922781,0.998392587,0.000948336,0.499923448,0.485228887,0.915270101,4793.556745
,,,saits,0.225761002,3.164848013,0.079943869,0.991160508,0.00094165,0.187399835,0.382540486,0.931673925,4808.057893
,,0.2,均值,1.240383766,2.228149802,0.068791237,0.674915827,0.000863172,0,0.322239134,0.953718322,7301.512241
,,0.2,前项,0.08789682,3.502610367,0.084297399,0.997624808,0.000949914,0.381149799,0.342611955,0.935528933,4796.856155
,,0.2,后向,0.074206575,3.404701451,0.083215104,0.998281916,0.00094783,0.473674752,0.38633811,0.915841997,4794.723624
,,0.2,线性,0.05357211,3.484623403,0.084270946,0.998478662,0.000949042,0.508001375,0.427146438,0.925362639,4794.588873
,,,kalman_struct,0.082684603,3.455733429,0.083978717,0.997521826,0.000949241,0.409443255,0.46797149,0.953129518,4795.846893
,,,kalman_arima,1.254187849,2.18704989,0.067970484,0.68497421,0.000864658,0.004730844,0.30377508,0.962950405,6073.364903
,,,gp_rbf,0.060724361,3.535068669,0.084535976,0.998336524,0.000948694,0.454842847,0.394934949,0.913477655,4796.265518
,,,saits,0.130508828,3.338731554,0.082311281,0.9964682,0.000947962,0.292699544,0.298647546,0.901825956,4801.947395
,,0.3,均值,1.780609914,1.563403998,0.057387893,0.609613356,0.000743241,0.053556697,0.194530673,0.95402098,7891.303825
,,0.3,前项,0.124617569,3.352852958,0.082071534,0.997533375,0.000948255,0.3124003,0.307127751,0.947060861,4816.691574
,,0.3,后向,0.107601334,3.164662582,0.081367813,0.997671092,0.00095054,0.33356499,0.407130448,0.935404668,4793.471004
,,0.3,线性,0.086213531,3.384000651,0.083362966,0.998336004,0.000948666,0.434192056,0.36547148,0.936991623,4796.705797
,,,kalman_struct,0.108522649,3.468829055,0.083577139,0.997191631,0.000949218,0.331854251,0.368262556,0.959335724,4798.056011
,,,kalman_arima,1.893395922,1.623901464,0.058352559,0.597963761,0.00075386,0.043565046,0.184120898,0.962029611,6430.367316
,,,gp_rbf,0.090345739,3.353421069,0.083261022,0.998529589,0.00094763,0.44726422,0.367901245,0.926491654,4807.21402
,,,saits,0.181959248,2.859244792,0.077453259,0.996286058,0.000938724,0.30042782,0.253544577,0.901480338,4798.902574
visiontspp,Coastal_T_S_5T,0,/,/,736.5116667,0.242442703,0.544878116,0.002467737,0.427128188,0.252277579,0.604977798,12909.79433
