基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,,预测窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,,kalman_arima,2.717904804,15.1246412,0.349207745,0.885214943,0.000111891,0.278715419,0.484103433,0.780903152,9868.401844,0.984183307,0.000191456,0.964735193,0.990961224,0.813331804,779.2465514
,,,gp_rbf,2.204918436,16.10483796,0.355681629,0.881388424,0.00010697,0.276721009,0.474302404,0.780954942,9904.482609,0.980399783,0.000176356,0.971216344,0.994395394,0.837024623,740.2771081
,,,saits,2.245016443,15.87152922,0.355882846,0.885527421,0.00010873,0.314484664,0.57260334,0.779522141,9898.527544,0.987092353,-0.000256772,0.976730661,0.994107564,0.807104972,744.1461887
,,0.2,均值,10.51576966,18.6371658,0.377196768,0.830098921,0.000132249,0.171779293,0.396221394,0.830892913,10452.3739,0.970473412,0.000488559,0.904000528,0.984212229,0.859018554,804.4789843
,,,前项,5.187197582,18.3435706,0.386944716,0.88665327,7.37E-05,0.235573272,0.395310631,0.800979333,9889.772409,0.977739694,-5.89E-05,0.949444744,0.989358336,0.795833449,754.6615686
,,,后向,6.239617459,17.80501013,0.373099456,0.881943358,9.93E-05,0.233598074,0.389832393,0.811215822,9886.584788,0.971913655,0.000359555,0.940641111,0.984901296,0.771673096,650.3546244
,,,线性,4.367974774,17.59715278,0.371455802,0.896161363,7.73E-05,0.257570869,0.410816119,0.793768911,9734.33875,0.973568299,0.000439355,0.95354899,0.990175566,0.804108432,615.5756368
,,,kalman_struct,6.478891905,17.46720775,0.37956208,0.900052681,5.66E-05,0.242741097,0.37924641,0.807477468,9750.731785,0.975240804,0.000813718,0.941910297,0.988896699,0.835184377,749.3007973
,,,kalman_arima,6.351994077,18.77503617,0.376107355,0.886678155,0.000102219,0.244754882,0.413894686,0.815550915,9754.60235,0.970659555,0.000414968,0.943115015,0.988144601,0.812076462,756.4391281
,,,gp_rbf,4.448006308,17.87104022,0.377717566,0.875903134,8.28E-05,0.236438685,0.400250036,0.801909932,9844.221428,0.974376352,-8.08E-05,0.95917309,0.991326174,0.801388794,673.3309359
,,,saits,4.325884708,16.42199219,0.365395172,0.887900902,0.000100882,0.308198109,0.601304836,0.790534843,9808.730417,0.981252672,-5.95E-05,0.96818379,0.993721507,0.797299456,681.7679187
,,0.3,均值,17.32356755,22.92726273,0.424172906,0.815049334,8.30E-05,0.142737643,0.349138754,0.826280954,10591.88349,0.976108283,0.000577778,0.84751123,0.939181043,0.8712088,797.6778375
,,,前项,8.761585732,18.40218316,0.377877378,0.892363671,9.95E-05,0.220934385,0.358487325,0.810682665,9716.850263,0.97685886,-0.000116928,0.936569475,0.98273589,0.835526837,730.4936488
,,,后向,7.710496533,18.09146123,0.379598615,0.887491916,3.35E-05,0.214179664,0.349750136,0.80741477,9684.504338,0.980270916,0.000492574,0.952702177,0.988145296,0.829551467,643.4296386
,,,线性,6.466086002,16.83234664,0.360507383,0.898926737,6.83E-05,0.229057971,0.350645659,0.798902419,9486.890285,0.979306915,0.000467921,0.952020577,0.98834804,0.805788379,566.2950186
,,,kalman_struct,8.49346416,16.9666985,0.366555018,0.905461181,7.49E-05,0.209764273,0.313095715,0.810577506,9493.856287,0.982036477,0.000414281,0.938135459,0.990531884,0.834264041,586.7036138
,,,kalman_arima,8.433255657,17.66288918,0.372015805,0.899388713,7.20E-05,0.263402771,0.377936859,0.806688537,9480.850161,0.971287893,0.000608753,0.945257409,0.985429936,0.826203287,495.2273434
,,,gp_rbf,8.607075556,19.53717159,0.38794603,0.87694102,7.55E-05,0.202878884,0.313420764,0.802488982,9681.687036,0.979151215,0.000445587,0.949185381,0.98588011,0.832901381,670.6552269
,,,saits,7.093522429,16.45872106,0.365651055,0.89743562,6.52E-05,0.344599086,0.709293451,0.787469853,9656.825095,0.981577764,0.000289217,0.970940923,0.992000384,0.802626919,665.2246029
sundial,ETTh2,0,/,/,56.30984954,0.268575078,0.89180765,0.001234796,0.681914689,0.894750946,0.897048701,10129.10946,0.961099536,0.000600113,0.996136207,0.99843442,0.759629114,1181.908495
,,0.1,均值,3.130514594,54.34644676,0.262130692,0.851564114,0.001081926,0.562735953,0.796891673,0.896951816,10865.54467,0.951024309,-0.001049908,0.99362931,0.997466195,0.787425608,1121.929516
,,,前项,1.559467634,55.48866898,0.263690977,0.88389973,0.001201779,0.625761048,0.819742154,0.901458224,10243.1916,0.952799331,-0.000103916,0.994468142,0.998113745,0.809417042,1173.048797
,,,后向,1.467317277,53.08233796,0.256802323,0.888595879,0.001245224,0.633468294,0.822827324,0.901699171,10233.65878,0.95770607,0.000158773,0.994925709,0.998217454,0.781472089,1132.945335
,,,线性,1.307821933,54.28342593,0.262184833,0.884674596,0.001215233,0.625656701,0.817521837,0.902973426,10109.75803,0.960884009,0.000281198,0.995127571,0.998087828,0.770870128,1138.717657
,,,kalman_struct,2.488598124,61.32381944,0.279463937,0.875146262,0.001181698,0.5716725,0.793096015,0.91651029,10155.12025,0.961771392,0.000640459,0.994703095,0.998136882,0.753872089,1236.158184
,,,kalman_arima,3.064818422,54.03148148,0.261737762,0.854714524,0.001066222,0.56498146,0.78985682,0.909183001,10355.13868,0.927320266,-0.00125323,0.9930475,0.997557721,0.805893286,1092.049169
,,,gp_rbf,1.253561207,54.85587384,0.261619728,0.888349219,0.001227503,0.646243924,0.841422669,0.896878385,10189.07304,0.958894477,-8.96E-05,0.995276323,0.998070066,0.764109434,1134.304635
,,,saits,1.160775616,54.05732639,0.263917095,0.893385191,0.001224082,0.693532955,0.918035212,0.891848999,10116.8164,0.950926862,-0.000422741,0.99622939,0.998598336,0.755349215,1054.619321
,,0.2,均值,7.02498215,58.94224537,0.273931478,0.826022895,0.000997369,0.444012613,0.751861799,0.889394747,11250.26177,0.927263937,5.83E-05,0.986179209,0.996549801,0.811719103,1108.478534
,,,前项,4.586483439,55.47228009,0.261850179,0.88103231,0.00127294,0.560875498,0.760285749,0.896135332,10250.65863,0.941475241,0.000749947,0.991615773,0.996913359,0.770784386,1074.270224
,,,后向,4.218100913,58.56977431,0.265674032,0.873863288,0.001226416,0.555046386,0.786371352,0.898862531,10266.16802,0.956497806,0.000545092,0.993395031,0.997674041,0.750415079,1133.14062
,,,线性,3.858895651,58.53609375,0.267379603,0.879783712,0.001258684,0.562215472,0.765325822,0.911085564,9880.136853,0.946659763,0.000786132,0.992498005,0.997637655,0.777433053,1072.86182
,,,kalman_struct,6.161706416,57.95461806,0.26724318,0.8725417,0.001286351,0.478567836,0.700981745,0.913633608,9953.811552,0.963199377,0.001042837,0.992556465,0.996912951,0.747479062,1100.774885
,,,kalman_arima,6.996918837,56.7241088,0.267530446,0.829692581,0.001017527,0.447599218,0.756171642,0.905890183,10544.19463,0.917348222,-0.000123438,0.989087555,0.996839321,0.813798344,1135.743591
,,,gp_rbf,3.810002383,57.61354745,0.265831053,0.88397192,0.001192077,0.597567952,0.788637524,0.888351478,10316.0504,0.94508712,0.000306181,0.993725046,0.997513846,0.749796698,1059.057455
,,,saits,2.935632833,56.02884838,0.265756613,0.911385363,0.001189951,0.723538709,0.940264007,0.902716337,9979.366801,0.954584002,-1.43E-05,0.996496296,0.998770326,0.75356382,1106.345449
,,0.3,均值,10.02775896,55.79819444,0.265198274,0.779181997,0.000815894,0.309553064,0.553791386,0.876277236,11678.12324,0.918223139,0.000184376,0.982039414,0.99579722,0.82826025,1065.105141
,,,前项,6.993615564,66.04103588,0.283860655,0.878266061,0.001240903,0.45061195,0.608654481,0.892879324,10544.7056,0.951871734,-2.39E-05,0.98415919,0.996411458,0.761413057,1050.115022
,,,后向,6.950128873,58.00384838,0.261778565,0.874595589,0.001182105,0.441788134,0.641854575,0.889690514,10542.35612,0.956529808,0.00018671,0.993133668,0.997242531,0.794701405,1114.352725
,,,线性,5.867376455,58.71743056,0.267931451,0.884661673,0.001211783,0.46491021,0.622083725,0.90003496,9877.987644,0.939078005,0.00070662,0.992767961,0.997581353,0.75737331,1091.238831
,,,kalman_struct,10.26879465,70.79430556,0.302704426,0.869061881,0.001117275,0.28247913,0.488475764,0.913448651,9952.613762,0.949406481,0.001320926,0.98820452,0.996693062,0.784385868,1176.104069
,,,kalman_arima,9.976606417,51.79347801,0.253923125,0.784419307,0.000814671,0.319633254,0.572265593,0.899631629,10830.06566,0.921725087,0.00024483,0.986306143,0.996258867,0.818490381,1111.245339
,,,gp_rbf,5.593978945,60.7521875,0.268014832,0.874849409,0.0012753,0.483475906,0.586295452,0.878771427,10587.40459,0.94523281,-0.000578946,0.993094076,0.997840932,0.754366036,1029.181825
,,,saits,4.045131159,56.07596644,0.262956612,0.91528342,0.001222329,0.718735386,0.933332358,0.885828675,10240.1949,0.957710527,-0.000480346,0.997201065,0.998760921,0.739264049,1041.372794
sundial,EWELD_Load_15T,0,/,/,4472.667901,0.49704134,0.307142992,-0.001585255,0.91004827,0.97316305,0.659256652,20241.87581,0.463640114,0.00074133,0.971436095,0.995464042,0.81061504,4129.123072
,,0.1,均值,10.28113686,4975.469136,0.560844666,0.214499329,-0.000688285,0.821234932,0.961845728,0.809783499,20440.33311,0.399914148,0.011661059,0.97159688,0.995902926,0.85544443,4061.473212
,,,前项,11.2428209,4938.280247,0.545340983,0.190286912,-0.001321253,0.737042107,0.960270835,0.857146399,20586.71221,0.437004453,0.013091396,0.964482775,0.993311371,0.886726011,4058.816851
,,,后向,11.40293721,5284.625926,0.567502961,0.14526962,-0.000886595,0.713562742,0.967571966,0.891065737,20583.00237,0.364521057,0.013563552,0.960206757,0.995697945,0.881343425,4085.598876
,,,线性,8.243117558,4648.194753,0.531337032,0.264901692,-0.000744619,0.855832322,0.970788843,0.801027825,20255.63816,0.406448674,0.002633092,0.96805216,0.99421681,0.868888616,4083.391038
,,,kalman_struct,9.554169297,4757.745679,0.552232999,0.255408057,-0.000892743,0.858368125,0.973055572,0.824378263,20258.38574,0.36301829,0.001845555,0.968391887,0.995544415,0.855026671,4093.308896
,,,kalman_arima,9.177945614,4688.404012,0.536265301,0.259931411,-0.000932874,0.855688244,0.969332007,0.796043912,20266.45582,0.412003889,0.003773775,0.96873409,0.995263219,0.866432421,4074.738736
,,,gp_rbf,10.35583512,5199.128395,0.56296404,0.229045326,-0.000149117,0.816644884,0.957739216,0.815889149,20430.88342,0.410715746,0.011073658,0.969453854,0.994714898,0.854428046,4062.574329
,,,saits,7.2392742,4625.325309,0.511278128,0.342804126,-0.000888013,0.904949206,0.974802702,0.689680352,20165.56309,0.436853305,0.002918426,0.97113358,0.995979323,0.812373207,4116.071305
,,0.2,均值,18.38294824,5284.574074,0.6018621,0.163154573,-0.001522747,0.740836722,0.9171549,0.818018073,20553.77023,0.435768013,-0.003232325,0.982396535,0.995608287,0.857131032,3953.78982
,,,前项,19.41559721,6575.244444,0.622796593,0.146458444,-0.001088235,0.578009086,0.917383207,0.898046708,20786.47658,0.416183681,0.018177117,0.943797726,0.994961694,0.912858732,3946.900166
,,,后向,20.89705169,6047.610494,0.612048754,0.170299819,-0.002314995,0.594831808,0.931465205,0.898672825,20770.85043,0.466076509,-0.013711682,0.946527825,0.988171539,0.925574399,3971.444728
,,,线性,14.74256138,5087.280864,0.556526316,0.24034366,-0.001606196,0.799808396,0.956644273,0.841470776,20249.55749,0.527924224,-0.004022606,0.97587426,0.99488604,0.889898869,3952.59868
,,,kalman_struct,14.562184,4770.533642,0.543984817,0.218864643,-0.000615695,0.805100576,0.961836741,0.853009384,20257.02055,0.428131842,0.007103059,0.974805317,0.995846397,0.88783587,4053.429557
,,,kalman_arima,15.8860395,4975.262963,0.564884346,0.23209726,-0.001978006,0.810094877,0.954849021,0.824825666,20254.15124,0.53245447,-0.001388589,0.978646867,0.994994232,0.875675046,3956.769888
,,,gp_rbf,19.1369253,5680.62284,0.610002746,0.180068704,-0.002255764,0.711064402,0.911797493,0.832474066,20555.63035,0.398885424,0.008640666,0.981260054,0.99679926,0.865215713,3911.072214
,,,saits,11.86606646,4766.077778,0.524589916,0.346909402,-0.002311715,0.902759354,0.969048535,0.721223661,20101.53183,0.535198107,0.003919171,0.984091294,0.996980884,0.814025926,4029.171026
,,0.3,均值,28.39344311,5978.19321,0.688255103,0.217455765,-0.00153741,0.703105501,0.871309715,0.851661388,20618.3976,0.401317797,0.002987508,0.984635639,0.996571686,0.885345952,3891.1039
,,,前项,31.36929957,6645.945679,0.681079629,0.172465116,-0.003143556,0.466797575,0.889183654,0.914665521,20890.83043,0.517387575,0.002975623,0.968586061,0.99351405,0.913746638,3942.67214
,,,后向,32.58600627,9193.401235,0.736432638,0.165432919,-0.000284679,0.436718209,0.859077183,0.909415832,20897.5994,0.544901572,0.00426791,0.934098482,0.980144664,0.941881732,3803.983687
,,,线性,24.03816644,5525.459259,0.63119439,0.272517435,-0.001474438,0.718303485,0.928127028,0.885313746,20179.16685,0.488823821,0.004334535,0.965133757,0.995061647,0.926442081,3996.125294
,,,kalman_struct,24.29548923,5666.437037,0.612922527,0.216651405,-0.000986624,0.764643642,0.945157236,0.888719721,20191.73954,0.372922155,-0.002471125,0.972097596,0.996542173,0.908854495,4098.710726
,,,kalman_arima,25.53672123,5610.659259,0.651147842,0.282510667,-0.001595715,0.765404924,0.921647663,0.853998357,20188.61314,0.463541476,0.004279309,0.982755193,0.996770373,0.91188281,3940.199151
,,,gp_rbf,29.09787549,5950.644444,0.680280248,0.2828819,-0.001734138,0.674646634,0.859909582,0.846713129,20617.9309,0.470860073,0.004454932,0.986433914,0.996447361,0.897290878,3894.405697
,,,saits,19.04933339,4542.475926,0.54652473,0.303221717,-0.001470774,0.868099883,0.957371333,0.7911617,20010.54449,0.437866915,0.014984186,0.975664362,0.99570576,0.84173515,4058.558191
sundial,Finland_Traffic_15T,0,/,/,1527.135556,0.314821642,0.052232199,-0.004217746,0.835262348,0.95340922,0.808502368,19027.58616,0.078909892,0.012636386,0.922877959,0.978519771,0.957056934,3882.006599
,,0.1,均值,6.620169491,1834.590694,0.317609253,0.053433477,-0.004253519,0.754101542,0.945272331,0.858893458,19308.90247,0.130906154,0.012167486,0.947160295,0.982352842,0.959392493,3877.603076
,,,前项,9.045182192,1983.904722,0.335324504,0.046020939,-0.00455407,0.655253531,0.939394965,0.899769541,19527.99564,0.13843788,0.01384876,0.942595676,0.982759742,0.962145169,3886.612041
,,,后向,8.398400831,2247.727639,0.341006232,0.059734265,-0.004353034,0.696917314,0.948541399,0.88750157,19523.65038,0.165637529,0.01418979,0.941761225,0.980542461,0.96247436,3881.492815
,,,线性,5.375844842,1777.950833,0.314973755,0.073973275,-0.00390478,0.792157995,0.94727737,0.847653592,19017.95918,0.149429244,0.018590185,0.943834361,0.981134924,0.962712357,3887.74123
,,,kalman_struct,5.319719809,1685.495417,0.314744127,0.061905427,-0.0038419,0.816261477,0.947259109,0.835852838,19004.08574,0.102347487,0.008043328,0.938984735,0.98142731,0.96013964,3918.798744
,,,kalman_arima,6.241896737,1814.323611,0.314617384,0.056562826,-0.004289329,0.767942189,0.9480244,0.861235973,19085.84517,0.121769443,0.015544941,0.943491152,0.981051612,0.95418616,3881.070738
,,,gp_rbf,6.673173988,1845.148611,0.315874503,0.056835116,-0.004039047,0.750262734,0.943340443,0.859043245,19293.31866,0.136115519,0.012793775,0.946481737,0.982274226,0.955563174,3881.52621
,,,saits,3.820387077,1744.026389,0.304672363,0.072016957,-0.004033217,0.820347737,0.95390865,0.838995743,19017.94638,0.121310996,0.01351244,0.945316575,0.982473085,0.95752218,3884.488511
,,0.2,均值,14.88346777,2504.966944,0.37987854,0.080197735,-0.003465643,0.701307884,0.896821203,0.870675058,19480.42743,0.146063678,0.01248618,0.954817659,0.987571848,0.950275119,3740.042261
,,,前项,18.3430958,3186.538889,0.405838725,0.130101041,-0.002315649,0.569189396,0.866906703,0.905355033,19781.71247,0.140245612,0.006959812,0.939073648,0.98853936,0.959994056,3671.652276
,,,后向,19.20989788,3016.326944,0.380653822,0.098256722,-0.004342683,0.560818909,0.894357295,0.913132815,19744.05804,0.207975349,0.001688489,0.947613173,0.988165775,0.966598527,3829.595684
,,,线性,12.40480383,2168.8425,0.346780124,0.115116641,-0.004313747,0.720291741,0.934419082,0.886934069,18979.14597,0.193183783,0.009040906,0.947570673,0.986909039,0.965992847,3814.426565
,,,kalman_struct,11.59004972,1989.533611,0.331366005,0.086339812,-0.004206435,0.760538988,0.937880682,0.868356475,18957.41791,0.144204295,0.015467726,0.93802118,0.984697962,0.971769024,3828.430965
,,,kalman_arima,14.09070945,2433.754167,0.370968871,0.085943658,-0.003690649,0.720629009,0.911678744,0.881895657,19088.27788,0.145826478,0.012922874,0.949257368,0.98729903,0.960826273,3754.525729
,,,gp_rbf,14.82996638,2555.733056,0.38161462,0.089389768,-0.003733472,0.696608363,0.898059135,0.876491749,19457.36585,0.162279724,0.009247403,0.960129471,0.988693008,0.952132053,3749.17334
,,,saits,8.628706121,1822.049306,0.309357522,0.099799913,-0.004482239,0.800727656,0.949200846,0.849118862,18992.1516,0.101575492,0.01070301,0.936702342,0.984907022,0.959072461,3844.834082
,,0.3,均值,22.01065292,2857.073333,0.426035834,0.124352361,-0.001351804,0.636535621,0.860870313,0.891842451,19499.54863,0.245799198,0.007461144,0.962573391,0.991019849,0.943805167,3700.720683
,,,前项,27.59408741,3713.005833,0.461759779,0.12997925,-0.001934575,0.429949129,0.835539406,0.929748079,19880.91779,0.247522124,0.008614366,0.952659004,0.991395741,0.959922964,3633.608395
,,,后向,26.35901737,3251.951667,0.437237074,0.126873156,-0.001924515,0.448820493,0.866756825,0.924971557,19868.03356,0.325560533,0.002680953,0.953450514,0.989839491,0.963206178,3739.74299
,,,线性,18.53022413,2535.115278,0.384450446,0.167215219,-0.002694504,0.675485563,0.917375102,0.915008258,18823.47257,0.265355784,0.009950831,0.956975182,0.989466446,0.974817287,3744.427088
,,,kalman_struct,16.72100048,2432.809722,0.375009775,0.116974906,-0.002135065,0.752916605,0.928296475,0.891840438,18784.63024,0.204627837,0.017585108,0.953627503,0.986103603,0.967482469,3844.329583
,,,kalman_arima,20.81644177,2735.883333,0.419483047,0.135142589,-0.001315437,0.662658558,0.881649833,0.907148215,18968.77518,0.207122655,0.011196057,0.956104123,0.988922339,0.954693597,3707.284867
,,,gp_rbf,21.86568208,3000.218889,0.441773124,0.142079609,-0.001432528,0.612654887,0.86150336,0.899192483,19484.19407,0.249892604,0.010772973,0.9653479,0.992097602,0.950254816,3698.077626
,,,saits,13.6363327,2070.356667,0.307032613,0.106894134,-0.003154895,0.765494837,0.933254697,0.867467553,18920.1529,0.134867045,0.010326068,0.945077014,0.989369065,0.95740427,3788.672643
sundial,NE_China_Wind_H,0,/,/,0.783317566,0.945960151,0.941431043,-0.000111514,0.153120857,0.636051981,0.953959823,2307.724781,0.984579265,-0.000284826,0.958023654,0.990545601,0.744078465,-353.822519
,,0.1,均值,15.86086536,0.660129123,0.934277344,0.922804974,-7.67E-05,0.099639154,0.594461142,0.925562456,3690.344623,0.96919419,-0.000192317,0.954083102,0.984489904,0.733018578,-488.467746
,,,前项,6.891206503,0.681260851,0.90132175,0.934384206,-0.000105845,0.108100404,0.537813965,0.926306669,3270.471092,0.984856653,-0.000174427,0.957795097,0.988420165,0.748932898,-376.7638051
,,,后向,6.890795201,0.715748766,0.906558143,0.914228187,-0.000130322,0.081862737,0.576120951,0.937693666,3275.942299,0.98238257,-0.000286717,0.967381044,0.98981594,0.738321279,-431.3892163
,,,线性,4.847643241,0.69993693,0.914834425,0.943860587,-0.000119305,0.128245668,0.553483872,0.954617767,2258.494763,0.985554066,-0.000308568,0.935176115,0.979884957,0.74985618,-378.6207409
,,,kalman_struct,5.8173659,0.752784051,0.939268358,0.94425164,-0.00012242,0.12221733,0.555108337,0.950718154,2257.857007,0.968751148,-0.000273611,0.933750629,0.984070126,0.754446515,-365.4270479
,,,kalman_arima,15.30639827,0.638040204,0.911941015,0.923336929,-7.34E-05,0.095312299,0.576687251,0.948756525,2810.778987,0.98237651,-0.000160671,0.948937948,0.982504933,0.763062778,-492.5348865
,,,gp_rbf,6.856195956,0.63660753,0.8631954,0.937731204,-0.000113072,0.12094303,0.571951922,0.942239103,2724.243464,0.986356218,-0.000326,0.947795119,0.985369244,0.744905471,-430.353036
,,,saits,6.932813287,0.655503464,0.887737646,0.940686558,-9.81E-05,0.174252354,0.682067076,0.93689592,2837.834323,0.976934728,-0.000341996,0.967803837,0.98994624,0.742225179,-459.550453
,,0.2,均值,31.15683782,0.862019348,1.061246914,0.899241533,-9.53E-05,0.054491407,0.459847623,0.91639585,4069.509927,0.985680709,-0.00015715,0.947588216,0.986894576,0.811863351,-456.4318635
