基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,,预测窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,,kalman_arima,14.09070945,2234.49,0.302489246,0.084982778,-0.003005974,0.719986037,0.913424534,0.884290846,27920.91838,0.111042656,-0.000703061,0.924837798,0.980085134,0.96707551,3712.385739
,,,gp_rbf,14.82996638,3026.363333,0.340400528,0.086219754,-0.003275651,0.69522538,0.905340008,0.877877163,28422.69978,0.108684495,0.003789276,0.93432476,0.976189708,0.960832683,3634.109907
,,,saits,8.628706121,1697.05,0.225260082,0.103121584,-0.0034757,0.800189137,0.950701863,0.849482232,27801.52104,0.07860071,0.000106589,0.89993956,0.973774619,0.948993065,3846.007201
,,0.3,均值,22.01065292,4248.816111,0.417253791,0.128184893,-0.001836941,0.637087364,0.860471535,0.894188165,28485.41321,0.166922417,-0.008704342,0.941409425,0.98391944,0.961806091,3577.790901
,,,前项,27.59408741,6251.524444,0.478316311,0.13069473,-0.002262592,0.427605611,0.857925421,0.931435575,29018.36577,0.24725083,0.000780441,0.913129396,0.980919245,0.981771907,3565.429949
,,,后向,26.35901737,4783.271111,0.464511685,0.12649057,-0.002536846,0.446630786,0.870841939,0.929612236,29009.67298,0.398894326,-0.015431347,0.928741592,0.984618282,0.978823789,3635.543714
,,,线性,18.53022413,2797.633889,0.327998589,0.172782221,-0.002735668,0.676488946,0.921485383,0.915598202,27541.70481,0.172489171,-0.003016658,0.93799003,0.978799111,0.965336804,3703.877369
,,,kalman_struct,16.72100048,2383.075278,0.284813334,0.114308203,-0.002151562,0.749836987,0.931229854,0.892576361,27497.37759,0.138007757,0.005453395,0.945582933,0.984008471,0.964037781,3814.581108
,,,kalman_arima,20.81644177,3749.61,0.403930743,0.13567345,-0.00174377,0.661158576,0.881711654,0.909450961,27737.86267,0.179452869,-0.005275946,0.942699336,0.981762264,0.95266316,3598.759547
,,,gp_rbf,21.86568208,4378.931944,0.429488343,0.13758101,-0.002353606,0.60750652,0.864781369,0.905076224,28459.99283,0.202243345,-0.008395987,0.938121988,0.98422198,0.965752328,3582.668602
,,,saits,13.6363327,2197.233333,0.264967643,0.113185589,-0.003013362,0.763781871,0.935569701,0.869330287,27702.87413,0.157335397,-0.006981401,0.923013537,0.977102782,0.961253386,3781.838015
timesfm2p5,NE_China_Wind_H,0,/,/,0.528590096,0.762538317,0.953987923,-0.000270193,0.136015892,0.590084017,0.945307534,3790.628849,0.986956503,-0.000187658,0.939760402,0.985249343,0.750315671,-417.6062612
,,0.1,均值,15.86086536,0.469680617,0.71335907,0.933546404,-0.000225577,0.079292713,0.563473391,0.919768772,5663.858884,0.988445413,-0.000259741,0.922599268,0.979480358,0.737693094,-353.6622303
,,,前项,6.891206503,0.523986647,0.74184511,0.946826947,-0.000264698,0.095092383,0.48979142,0.920723372,5033.557503,0.986022697,-0.000259622,0.905553754,0.977486717,0.807168362,-464.6174585
,,,后向,6.890795201,0.567505561,0.758957926,0.928841979,-0.000288743,0.06642334,0.536479777,0.925671444,5015.687406,0.98726172,-0.000246341,0.936021635,0.981515783,0.738466836,-490.0451213
,,,线性,4.847643241,0.539663357,0.759863112,0.955386577,-0.000275593,0.121741278,0.508084908,0.950610506,3722.464356,0.988976936,-0.000227023,0.920595497,0.981909946,0.725102967,-425.1103826
,,,kalman_struct,5.8173659,0.533172692,0.761012798,0.956064639,-0.000275681,0.11610832,0.510774356,0.942715064,3726.981631,0.990281569,-0.000160614,0.895653612,0.97359355,0.73641394,-405.0065611
,,,kalman_arima,15.30639827,0.476052729,0.719662203,0.933820105,-0.000221309,0.066231173,0.544501058,0.941257774,4480.150247,0.987824211,-0.000231272,0.925913585,0.978997983,0.748589029,-352.6697455
,,,gp_rbf,6.856195956,0.533952798,0.743243861,0.949135722,-0.000269926,0.110023129,0.534312508,0.938326827,4299.668354,0.989164165,-0.000226674,0.939613302,0.9823689,0.741143471,-456.2718253
,,,saits,6.932813287,0.515535651,0.720083163,0.951312966,-0.000257065,0.152179761,0.628455316,0.93495364,4479.463516,0.983163692,-0.00019858,0.934402328,0.978589931,0.764092501,-446.8413976
,,0.2,均值,31.15683782,0.461750709,0.774672614,0.914786186,-0.000218608,0.055445234,0.43677283,0.916553961,6241.27369,0.994836232,-3.77E-06,0.787506815,0.865738915,0.712913101,-32.9175614
,,,前项,12.3093701,0.46206788,0.710137304,0.947114966,-0.000285715,0.07826856,0.463738045,0.9469136,4703.45009,0.991753701,8.65E-05,0.806925683,0.844846651,0.711498686,-302.4328134
,,,后向,10.62152728,0.544661119,0.741515944,0.943410482,-0.000262039,0.068868975,0.488132459,0.944669791,4888.257468,0.990720678,-0.000150145,0.824247482,0.859812613,0.741691027,-519.2796258
,,,线性,8.564829588,0.541887877,0.735994212,0.954654402,-0.000273438,0.094151804,0.48983647,0.959475541,3636.833486,0.956396651,-0.000150782,0.854774318,0.936285812,0.724177419,-552.2893683
,,,kalman_struct,10.97226593,0.554774984,0.726970735,0.956260336,-0.000275217,0.081288474,0.464530856,0.960205703,3706.16063,0.973063237,-0.000206162,0.896239288,0.953789233,0.715892875,-600.258007
,,,kalman_arima,30.80234397,0.459001456,0.770956672,0.911068996,-0.000212957,0.032823013,0.446452272,0.94169616,4555.274705,0.995518566,-2.44E-05,0.83442871,0.914912336,0.820210873,-53.47456285
,,,gp_rbf,12.01186794,0.49874861,0.733573515,0.947066665,-0.000278451,0.085179511,0.416046179,0.94212668,4451.394323,0.99228165,-1.21E-05,0.822291614,0.908473709,0.727813494,-467.0769787
,,,saits,11.73482987,0.5135849,0.758990483,0.950511584,-0.000269755,0.166743328,0.65660406,0.946486183,4632.188314,0.990576948,-9.36E-05,0.894286007,0.978170856,0.725766684,-341.0640856
,,0.3,均值,48.95922661,0.587619697,0.87024392,0.866294676,-0.000173839,0.028756832,0.337550244,0.902429444,7272.550249,0.986133176,-0.000145515,0.819443229,0.948575243,0.784365618,-599.1795009
,,,前项,21.0649088,0.571386719,0.804512363,0.939216452,-0.000288494,0.072318486,0.366138688,0.914606669,5994.139311,0.978792634,-5.39E-05,0.785593077,0.914451457,0.732827639,-465.5013164
,,,后向,17.33421919,0.529085541,0.725975884,0.92511325,-0.000242524,0.066359746,0.423657164,0.932205814,6066.86087,0.980683726,-0.000313001,0.765294264,0.812912785,0.680121304,-468.7265708
,,,线性,13.38440439,0.570557955,0.753324636,0.956471045,-0.000265449,0.09390056,0.346586464,0.962910538,3497.15894,0.991199768,-0.000250627,0.874909595,0.973566652,0.728187556,-557.3877648
,,,kalman_struct,16.14206976,0.554638969,0.743250649,0.953297741,-0.000271896,0.059765464,0.36887383,0.95479133,3505.37486,0.990768245,-0.000193087,0.855528714,0.969124725,0.745586943,-528.5200434
,,,kalman_arima,48.58558083,0.562391112,0.856992388,0.878412025,-0.000179933,0.034846205,0.338746717,0.942746888,5022.766716,0.9885607,-0.000118314,0.796874134,0.920989812,0.728285616,-603.1032701
,,,gp_rbf,17.6168409,0.551206546,0.755454198,0.939214932,-0.000262878,0.079607748,0.341079579,0.936480801,5238.399682,0.987708873,-0.00023924,0.83782222,0.917338012,0.702292183,-564.7023271
,,,saits,17.5128305,0.548269314,0.746692958,0.951099512,-0.000254481,0.163437513,0.715816422,0.91965539,5224.521313,0.981900696,-0.000258396,0.98106355,0.992856005,0.677671227,-527.0581468
timesfm2p5,OpenElectricity_NEM_5T,0,/,/,125357.9022,0.044936608,0.453927055,-0.036429747,0.927889954,0.965279781,0.931851967,31864.0145,0.441026605,0.017711513,0.99932858,0.998442435,0.75119726,5324.669399
,,0.1,均值,1.50578288,160639.6978,0.049879388,0.250181243,-0.031759567,0.826550305,0.952251837,0.952936473,33945.0511,0.514881735,0.060750991,0.999300576,0.997911719,0.740702041,5269.70831
,,,前项,1.157961615,147883.2178,0.048423089,0.260234408,-0.038564019,0.823493689,0.953060071,0.950638591,33858.86779,0.518461003,0.077640007,0.999062744,0.997133249,0.842072102,5312.060758
,,,后向,1.024420263,155758.2222,0.049085159,0.337186162,-0.037101753,0.874826595,0.952929796,0.939265675,33813.03611,0.441449273,0.069768034,0.998869186,0.998025234,0.791778349,5341.792867
,,,线性,0.405208193,126676.8711,0.045027559,0.435652602,-0.038458935,0.919983936,0.961553465,0.93369004,31710.62073,0.510701007,0.033470658,0.999442095,0.998180016,0.764812505,5306.584416
,,,kalman_struct,0.232512972,124179.4933,0.044400356,0.437511036,-0.038504341,0.922297856,0.962364523,0.932481778,31697.19654,0.492635125,0.019411023,0.999326008,0.998394139,0.767787086,5311.503528
,,,kalman_arima,1.43524458,155326.3289,0.049394048,0.258949336,-0.032237431,0.833536749,0.953361894,0.959234747,32537.27118,0.568605226,0.054157807,0.999551392,0.998023149,0.804986175,5293.899449
,,,gp_rbf,0.891514944,149186.7022,0.048426678,0.358352786,-0.036940968,0.881350987,0.960215922,0.940639162,33210.05779,0.466177094,0.089957994,0.998726853,0.997735275,0.737573482,5309.035048
,,,saits,0.77984226,136987.9822,0.04704302,0.365842551,-0.035977142,0.895930543,0.961584365,0.942882667,32166.217,0.502664387,0.028595601,0.999222686,0.998419303,0.82820883,5310.534648
,,0.2,均值,2.775171649,191035.5911,0.054460873,0.195111727,-0.023945071,0.695196395,0.915689732,0.949618521,34810.36118,0.462024408,0.031913545,0.998900816,0.995561825,0.759915101,5194.231656
,,,前项,2.226182845,201155.36,0.056713155,0.271820514,-0.033418501,0.783061907,0.937917372,0.945949013,34436.80299,0.544317657,0.046497016,0.999042195,0.996097965,0.765675142,5271.678251
,,,后向,1.913985079,153347.5378,0.050086814,0.275833641,-0.032406268,0.798632756,0.942120415,0.951076771,34475.91198,0.590380477,0.063201341,0.99900593,0.995719098,0.772603665,5272.405772
,,,线性,0.784759371,144847.9467,0.048648249,0.418477055,-0.028498369,0.898238888,0.960268658,0.946319272,31518.59039,0.554833515,0.04535109,0.999475038,0.998102506,0.801554362,5272.600605
,,,kalman_struct,0.46855791,141814.6756,0.047685874,0.431002755,-0.030826091,0.917727618,0.964081459,0.938440563,31480.76485,0.558049607,0.031046465,0.999411857,0.998044887,0.729054317,5277.942105
,,,kalman_arima,2.656129399,194893.5467,0.055108,0.204670611,-0.022822206,0.710509762,0.92067306,0.958118189,32899.59321,0.416858681,0.010079127,0.998398989,0.995936449,0.851627965,5181.405672
,,,gp_rbf,2.399607202,173361.7067,0.052860059,0.253984033,-0.024676025,0.737333597,0.924069503,0.944128911,34416.94854,0.514579993,0.098711747,0.998788857,0.995911194,0.803161003,5222.707526
,,,saits,1.429354787,160571.52,0.051306845,0.321624049,-0.027638407,0.848520788,0.955713749,0.954695434,32535.39821,0.556868449,0.053042939,0.999455582,0.997790492,0.769258796,5222.263691
,,0.3,均值,4.346548808,277154.0267,0.065920516,0.158202781,-0.021870392,0.610115861,0.818934275,0.942102776,35493.03739,0.400698084,-0.065234741,0.995854344,0.980772043,0.734018163,4999.82672
,,,前项,2.878416717,235685.8489,0.061521768,0.225295464,-0.029177872,0.769254858,0.910976854,0.93513146,34997.51571,0.565510844,0.070024738,0.998527665,0.9940876,0.738554432,5293.424144
,,,后向,3.000512379,219102.5956,0.059454079,0.210141821,-0.039493746,0.742566105,0.91545073,0.950687159,34988.80437,0.482342794,0.03388131,0.998651065,0.995704226,0.768651984,5169.071655
,,,线性,1.223031053,152617.7422,0.05008678,0.400464203,-0.040718579,0.897608787,0.953285469,0.944101812,31302.48946,0.528742833,0.057751593,0.999310334,0.997663156,0.820740962,5294.293646
,,,kalman_struct,0.717329334,134935.9289,0.047156645,0.420842014,-0.036034231,0.917762506,0.964836401,0.947598976,31246.09148,0.499253316,0.026362184,0.999083124,0.998201255,0.815652967,5308.098465
,,,kalman_arima,4.166973388,295767.4311,0.067456327,0.166821014,-0.024792267,0.629202528,0.83449129,0.958334176,33151.68142,0.368253674,-0.029317373,0.996912428,0.984235925,0.808704316,4967.279469
,,,gp_rbf,3.915051711,271763.0933,0.067599662,0.227497217,-0.035685128,0.644243232,0.81968877,0.941478966,35115.59904,0.563979497,0.039131359,0.996999954,0.99039898,0.791739503,5108.598042
,,,saits,2.357746369,189519.3244,0.056293424,0.303951797,-0.030606449,0.832576038,0.926546116,0.952859626,32809.38038,0.476712268,0.070576964,0.998824646,0.996023191,0.815697929,5188.837511
timesfm2p5,Port_Activity_D,0,/,/,34818478.84,1.588318866,0.012262213,-0.193041355,0.081056974,0.030605012,-0.046787789,14510.80203,0.782408829,-0.132323032,0,0.189113478,0.684966824,2875.441089
,,0.1,均值,14.99666023,34674539.33,1.580069444,0.008602866,-0.009687007,0.093719894,0.03186632,-0.036724072,14450.12274,0.812844919,-0.148517174,0.268035123,0.22429539,0.593643497,2791.762555
,,,前项,15.22864755,34833731.13,1.591212565,0.10629629,0.34467825,0.09481561,0.033349778,-0.027995374,14495.31249,0.63437763,-0.089786527,0.166951617,0.253433005,0.620998873,2870.373158
,,,后向,13.33246168,35922253.75,1.669684245,0.029073501,-0.40462401,0.09203461,0.028633267,-0.036130181,14453.34264,0.865844737,0.237894006,0.273274263,0.264380454,0.355839944,2795.227382
,,,线性,15.66670227,35001818.83,1.596500651,0.046237095,-0.065618994,0.092788757,0.027655583,-0.034243338,14479.04242,0.847530766,0.24279101,0.406642688,0.360871207,0.540746037,2853.901305
,,,kalman_struct,19.46062342,33645229.7,1.520821981,0.108462096,-0.022031975,0.093087921,0.031219207,-0.034581985,14494.42796,0.727055051,0.118324582,0.297901122,0.666251224,0.428284316,3075.010142
,,,kalman_arima,14.99157079,34677054.58,1.580265499,0.008701894,-0.011161873,0.093790825,0.032040788,-0.036832127,14449.97687,0.811323351,-0.151310836,0.260047373,0.22388659,0.599521423,2791.371525
,,,gp_rbf,16.15314134,34227316.81,1.552326039,0.027354166,-0.16527893,0.09355471,0.032326265,-0.037696501,14453.62328,0.860650973,0.020095704,0.412599129,0.407037658,0.526186698,2948.349811
,,,saits,15.87618001,34743919.5,1.582188442,0.014942903,-0.208622846,0.093099066,0.028549425,-0.03707469,14448.37479,0.840832685,0.013983585,0.202933722,0.206430947,0.524567314,2750.743909
,,0.2,均值,20.60062854,32559932.3,1.477307129,0.003645658,0.110283435,0.108694095,0.075738097,-0.031707016,14438.5536,0.983232686,-0.979063244,0.289727445,0.264701756,0.399577832,2972.491737
,,,前项,20.97493998,32719970.61,1.458444372,0.293857387,0.408859966,0.100191312,0.03628463,-0.013818729,14507.57274,0.932628622,-4.31787753,0.293725984,0.250866419,0.289145806,3137.355381
,,,后向,16.38309224,35216685.89,1.652906539,0.334653027,1.061777034,0.102912272,0.046371119,-0.016206832,14513.20002,0.893831606,0.223268658,0.315341991,0.139414613,0.301494198,2706.660285
,,,线性,22.18668366,34083999.29,1.559682263,0.304617062,0.750401261,0.102372082,0.045769271,-0.013149422,14513.37459,0.941847455,1.083049089,0.41882008,0.279599345,0.2842941,2930.392708
,,,kalman_struct,24.76772944,32229008.88,1.463939068,0.600778556,1.000057002,0.105737146,0.057189398,-0.015021779,14539.18199,0.873014131,0.948162879,0.358271483,0.285911468,0.27635077,3118.122507
,,,kalman_arima,20.56793722,33147456.47,1.503271706,0.005135404,0.088414163,0.108645935,0.069574482,-0.030720876,14440.57852,0.980371366,-1.396714941,0.376795415,0.389778423,0.380195465,3046.399129
,,,gp_rbf,22.19998805,33599651.84,1.525965094,0.037526902,0.460252408,0.108818389,0.06523047,-0.035771012,14444.13776,0.91192533,-0.543508259,0.588368736,0.536371744,0.420394735,2832.798881
,,,saits,24.4491806,36028470.61,1.654442804,0.043173469,0.12523951,0.114531,0.069669207,-0.032026358,14450.14111,0.859478831,-0.054865312,0.382684205,0.166061118,0.216007564,2629.581499
,,0.3,均值,27.79087067,33131557.93,1.510212312,0,-0.501600949,0.105402934,0.041484,-0.0166441,14311.11622,0.976682199,-1.754919329,0.656544363,0.652887001,0.362312121,3106.650697
,,,前项,27.5338618,36575241.1,1.703696548,0.064734721,0.100023898,0.098160505,0.031646776,0.000624651,14351.94042,0.955915944,0.568417993,0.527812564,0.551791523,0.299228905,2857.178916
,,,后向,27.87004089,36672361.81,1.723761936,0.118807077,-0.152523812,0.100118648,0.041676928,-0.018148756,14328.68774,0.898051379,0.369110434,0.569477203,0.538190151,0.263379977,2846.862351
,,,线性,30.08679581,34718412.04,1.596601924,0.053600128,0.01668059,0.100854747,0.033265329,-0.006682895,14336.22966,0.96822382,0.555012143,0.652514359,0.567537785,0.346841204,2970.375796
,,,kalman_struct,38.39643224,36495639.13,1.585984715,0.221927675,0.141713685,0.103831782,0.041686748,-0.011851178,14366.09393,0.978806281,1.69194885,0.488967289,0.588319839,0.35224121,3369.345802
,,,kalman_arima,27.83514786,33063163.83,1.505716145,0,-0.453911892,0.10337937,0.034467651,-0.015812753,14311.92383,0.979608491,-1.45021095,0.647821524,0.637089081,0.342227714,3096.81666
,,,gp_rbf,28.79143906,32299375.12,1.469256763,0.057671433,-0.067841552,0.100407128,0.037659485,-0.020017828,14316.83844,0.96789039,-0.895711641,0.690141142,0.620696585,0.33259843,3147.704165
,,,saits,36.60669454,36489643.8,1.688789628,0.051525057,0.198341708,0.102192657,0.038496897,-0.003669353,14342.11921,0.916851734,0.236274877,0.410204555,0.401880836,0.201052885,2718.209711
timesfm2p5,Supply_Chain_Customer_D,0,/,/,948682145.2,0.315928774,0.431510108,11.93939278,0.727986548,0.909814323,0.094403399,14628.17348,0.964625442,9.943934614,0.996059454,0.99850908,0.450874006,5181.625225
,,0.1,均值,2.399383545,986533699.9,0.33240474,0.426051398,12.42142167,0.72239341,0.797822514,0.124834542,14602.55242,0.953122256,10.67572268,0.99525938,0.997678065,0.336570165,5205.342665
,,,前项,2.325096766,1059548668,0.340807427,0.470780173,7.329185946,0.725574417,0.796474334,0.131708615,14598.96469,0.95392176,7.491743854,0.994809231,0.997448152,0.297746072,5182.021577
,,,后向,2.711104711,1283905776,0.377629982,0.512570595,4.33966028,0.723253573,0.803161993,0.123397637,14626.99154,0.937848736,-3.391653048,0.994464762,0.997617167,0.355075175,5172.213369
,,,线性,2.537936529,1234416678,0.369943893,0.477630232,5.383976796,0.72508337,0.80758828,0.129331865,14610.40643,0.93177671,-2.773022918,0.993228685,0.997324521,0.324847949,5175.708952
,,,kalman_struct,2.613193512,1244290963,0.376915834,0.56557383,1.44363187,0.72661723,0.800648805,0.124726331,14626.70406,0.94251059,2.43732548,0.993235667,0.997251718,0.344528328,5176.071627
,,,kalman_arima,2.339903514,992377180.9,0.332430483,0.42560775,12.09546154,0.724053823,0.780851003,0.124167604,14600.55656,0.952270349,10.83784945,0.995236513,0.997742753,0.336873028,5201.543758
,,,gp_rbf,2.510349433,1037089821,0.339236769,0.474522458,10.23041486,0.727527179,0.792718446,0.118053525,14594.72852,0.957285282,12.53258754,0.99510359,0.997817067,0.301987253,5181.019818
,,,saits,2.460871061,1040988679,0.339513406,0.423557562,10.0472517,0.724821466,0.823240245,0.127162326,14604.04184,0.942235944,9.45972334,0.994523229,0.997693646,0.325993486,5195.339099
,,0.2,均值,6.986860911,1048592991,0.37217466,0.431808795,8.617579634,0.700468071,0.715179363,0.128497227,14625.9911,0.954500601,11.77566044,0.994976416,0.996625076,0.420089139,5116.8681
,,,前项,7.149454117,1345857782,0.386213108,0.473625328,-1.303477863,0.694347981,0.700582113,0.14113017,14629.62483,0.955596074,-3.599304093,0.995351584,0.997214321,0.342799224,5119.107874
,,,后向,11.1546367,1567991423,0.426238562,0.650840959,27.87353311,0.696132967,0.728195285,0.143984105,14673.31557,0.930889274,-55.83159511,0.99540204,0.980483782,0.336591525,5125.253121
,,,线性,7.211424351,1185877124,0.360886298,0.516464761,13.17520591,0.699149039,0.705976836,0.134078953,14641.50745,0.953214207,-3.365814259,0.994800948,0.996692052,0.391903938,5151.55347
,,,kalman_struct,9.993469874,1327905093,0.387576734,0.650582113,15.9429286,0.700906568,0.698861387,0.121875238,14654.01101,0.960943962,-5.015010138,0.99586569,0.996879485,0.419238412,5151.701391
,,,kalman_arima,6.839555422,1037916157,0.367782524,0.433420149,9.519200788,0.704319924,0.706951819,0.127675375,14617.15778,0.954958541,13.65609766,0.994352397,0.996347401,0.450653204,5124.611374
,,,gp_rbf,6.658725103,1042111723,0.379014835,0.511179429,19.61534433,0.704724535,0.748064456,0.110145764,14612.88662,0.961927842,3.546102017,0.994771487,0.996685984,0.301173469,5131.07212
,,,saits,6.212568442,1192014789,0.366640062,0.422341058,7.094064748,0.696446405,0.680369841,0.146214588,14621.76466,0.94569842,10.85809773,0.992210877,0.99590839,0.465017063,5121.13857
,,0.3,均值,13.91880417,1117004710,0.359446456,0.33672259,8.420652325,0.668684577,0.614482695,0.166182139,14551.42659,0.931834995,-3.535125115,0.995576689,0.99645719,0.37162309,5164.282368
,,,前项,16.9868927,1361564188,0.387487115,0.60525503,26.19585033,0.634517137,0.659787937,0.260197087,14599.6355,0.950394168,-18.9451731,0.996852963,0.997172127,0.301226546,5142.021065
,,,后向,15.95807139,1073111125,0.372237006,0.64084921,8.916927032,0.643529952,0.637695184,0.197298751,14626.08174,0.959106471,1.967698679,0.996471889,0.995616986,0.390301811,5115.451678
,,,线性,14.74271329,1342519815,0.388671875,0.502529833,19.12233892,0.630518667,0.601958033,0.244339427,14599.72324,0.923434751,-19.49642075,0.995935437,0.996364009,0.361922779,5137.902156
,,,kalman_struct,18.03532537,1439420179,0.400645009,0.639042864,24.07827012,0.646876486,0.613192413,0.224308027,14618.27655,0.90395186,-14.32732712,0.996780162,0.996785885,0.397334956,5100.640325
,,,kalman_arima,13.79961522,1120389087,0.36284227,0.339513624,9.504865728,0.673248142,0.6551425,0.19178813,14544.06106,0.927108128,-0.544108932,0.995253131,0.99632039,0.379957769,5161.728576
,,,gp_rbf,13.47124672,1104798315,0.375848254,0.473747362,13.57399222,0.668631059,0.647971577,0.160229739,14533.24547,0.955082113,-10.09908771,0.993164278,0.995636338,0.310074587,5190.829283
,,,saits,13.8940169,1132568103,0.358918792,0.352664449,11.17630915,0.669855989,0.701395512,0.171227889,14538.16407,0.912101413,-0.048725755,0.992729786,0.995903506,0.395734731,5150.147055
timesfm2p5,Supply_Chain_Location_D,0,/,/,261301352.7,0.401377631,0.330535892,5.191970353,0.628741906,0.811415006,0.009072432,13936.21437,0.955133695,1.283313314,0.995001524,0.997957158,0.446749115,4787.035996
,,0.1,均值,4.929188569,321462624,0.455733778,0.326481647,4.01850133,0.628295625,0.725699127,0.057873996,13893.91019,0.944542534,2.385594304,0.99414971,0.986682307,0.393636295,4605.5927
,,,前项,8.262687683,490464724.8,0.584098669,0.478894617,2.786023501,0.630000439,0.714604615,0.052649774,13931.60062,0.959732951,1.885790697,0.994354896,0.993279988,0.378966129,4461.16936
,,,后向,5.988376141,337404862.8,0.457896141,0.561916847,6.619786362,0.630691014,0.716498313,0.051255532,13941.36853,0.972546988,-13.47228292,0.994757696,0.994773096,0.356844841,4800.598608
,,,线性,5.44144551,288819579.3,0.429084156,0.487156482,4.320533951,0.631068047,0.711277173,0.053797807,13936.73572,0.956530488,-2.005704661,0.994713439,0.996611905,0.420791089,4801.654952
,,,kalman_struct,5.710857232,307270778.9,0.434717827,0.711096797,4.708965874,0.633930135,0.708942401,0.047711457,13976.21028,0.959615697,-8.739965544,0.994413654,0.996073863,0.40789843,4848.251003
,,,kalman_arima,4.96359841,319684972.1,0.456583527,0.332369356,4.048560472,0.630306314,0.721159182,0.054199122,13896.46018,0.947314436,2.976062479,0.994158427,0.98548616,0.392367954,4602.218167
,,,gp_rbf,4.809532166,283524367.5,0.430105209,0.41377913,4.771301885,0.63068593,0.717323674,0.044786467,13902.48783,0.958265139,-1.645256427,0.992064868,0.995679943,0.467853086,4796.8925
,,,saits,4.744030317,330187358.8,0.448539138,0.314882687,3.260199763,0.623963496,0.719451772,0.064830716,13905.2984,0.927070328,3.778475915,0.990810736,0.990188136,0.354160807,4637.427449
,,0.2,均值,11.6211675,302862924.6,0.436645779,0.343291104,2.831326005,0.632992928,0.661632138,0.028337383,13884.39159,0.944742884,2.276718078,0.993546793,0.993598441,0.488484597,4660.260717
,,,前项,13.82461039,391377982.2,0.48799235,0.376941304,3.199482257,0.626056376,0.659546836,0.043551098,13908.41367,0.941591023,-5.564051851,0.99030353,0.990166099,0.440597655,4620.259058
,,,后向,14.77212524,354795398.6,0.471986491,0.541023969,8.414824015,0.632498545,0.661617647,0.044430554,13938.97295,0.970004696,-10.60131367,0.993775805,0.993058931,0.439592913,4803.509787
,,,线性,12.48411878,302617188.9,0.420403872,0.420057762,5.475216759,0.629769266,0.64577937,0.045815426,13916.03464,0.951006429,0.026002067,0.993297045,0.996464687,0.466337664,4799.984257
,,,kalman_struct,15.98935318,321579302.3,0.42520178,0.485177424,3.42671615,0.631593057,0.632927871,0.035212105,13931.06895,0.947441153,-2.116243288,0.993847817,0.996591273,0.475125405,4821.719025
,,,kalman_arima,11.53085645,298365698.7,0.431160735,0.347459926,2.945731258,0.636351147,0.683448414,0.034027539,13879.75683,0.944003478,2.958750729,0.993627228,0.994513333,0.500302953,4680.969558
,,,gp_rbf,14.5431544,294839109.4,0.436131382,0.437793904,2.942740502,0.634374402,0.66091133,0.031121044,13889.9243,0.951182066,1.724003432,0.993147173,0.993738749,0.473548446,4781.613021
,,,saits,11.79790815,319766697.9,0.438188517,0.335046883,4.105157986,0.628734549,0.662146943,0.043635179,13896.13727,0.935137491,1.459116437,0.991809674,0.991646691,0.464736367,4650.765351
,,0.3,均值,11.40902233,310705569.2,0.424781087,0.280395783,0.580386116,0.586580971,0.543301561,0.069079636,13868.01956,0.938865906,-0.83296515,0.996175804,0.996018188,0.360155438,4737.323203
,,,前项,12.37041918,324948556.6,0.431687373,0.416333832,7.677559934,0.575671402,0.58390286,0.084250771,13892.46729,0.94479072,1.197385249,0.99520074,0.995907106,0.434675542,4753.546518
,,,后向,14.00197919,369594252.7,0.475464681,0.406307469,6.584728234,0.57400265,0.607701706,0.087989505,13903.98718,0.89837312,-6.229725511,0.995602349,0.996540808,0.365847722,4741.978518
,,,线性,11.80082703,340603213.7,0.444082122,0.390742726,6.853492956,0.575888421,0.586353286,0.084882168,13890.52428,0.907888436,-2.294893774,0.99517005,0.996195339,0.340386522,4751.988216
,,,kalman_struct,18.0012811,487700756.1,0.621529269,0.600546027,11.0459164,0.578951318,0.573102392,0.073338244,13915.32526,0.945986122,-19.32635825,0.995589761,0.99619642,0.250307863,4787.399235
,,,kalman_arima,11.31088003,309969891.2,0.422734168,0.274725453,1.234570551,0.592581924,0.548780853,0.06919799,13869.44824,0.928237711,0.127543451,0.995338191,0.995928393,0.349711649,4737.320304
,,,gp_rbf,11.24921004,307704967,0.421648507,0.357256294,2.545900743,0.581671213,0.570727668,0.071388384,13867.35666,0.947214757,1.242732957,0.996679742,0.996444545,0.351169375,4735.534396
,,,saits,11.40079403,332888558.6,0.438023263,0.280779666,2.148059751,0.580267451,0.580725711,0.073838694,13871.67578,0.921071771,-0.710833002,0.991679174,0.994735267,0.380200035,4746.200348
timesfm2p5,traffic,0,/,/,1.67E-05,0.088245787,0.353371375,7.75E-07,0.93212545,0.970718638,0.661932491,-7435.350602,0.300739499,-1.41E-06,0.940775764,0.991698149,0.839551064,-2782.209402
,,0.1,均值,5.433423615,2.43E-05,0.125642406,0.187862012,6.60E-07,0.849355237,0.943977702,0.752862411,-7110.855346,0.302149651,-1.04E-06,0.937501025,0.992083473,0.84215693,-2776.403003
